1/05/2026 12:00:00 AM;Ladbrokes Geelong-Professional-2026-05-01;Nibble Nobbys Nuts Handicap;00:01:20.955;GEEL_1500m_TRACK
Power And The Beat;4;143;17.54;00:00:10.400;343;18.3;00:00:11.090;543;17.78;00:00:11.650;743;17.26;00:00:11.890;943;17.63;00:00:11.720;1143;17.97;00:00:11.310;1343;17.58;00:00:11.650
Kaleo;1;143;16.61;00:00:11.040;343;18.15;00:00:11.260;543;18.15;00:00:11.650;743;17.28;00:00:11.730;943;17.88;00:00:11.500;1143;17.93;00:00:11.280;1343;17.82;00:00:11.440
Heiwana Tamashi;3;143;17.49;00:00:10.890;343;18.45;00:00:11.110;543;18.08;00:00:11.640;743;17.46;00:00:11.680;943;17.56;00:00:11.740;1143;18.55;00:00:11.170;1343;17.66;00:00:11.740
Mandraki;5;143;17.65;00:00:10.850;343;18.37;00:00:11.130;543;17.81;00:00:11.840;743;17.86;00:00:11.860;943;18.23;00:00:11.650;1143;18.31;00:00:11.210;1343;17.76;00:00:11.960
Censori;6;143;17.65;00:00:10.490;343;18.23;00:00:11.140;543;17.81;00:00:11.650;743;17.42;00:00:11.880;943;17.85;00:00:11.750;1143;18.11;00:00:11.440;1343;17.44;00:00:12.160
Cool Savanna;2;143;17.4;00:00:10.530;343;18.19;00:00:11.190;543;17.82;00:00:11.770;743;17.47;00:00:11.800;943;17.75;00:00:11.680;1143;17.76;00:00:11.640;1343;16.89;00:00:12.290
Pentonville Road;7;143;0;00:00:00.000;343;0;00:00:00.000;543;0;00:00:00.000;743;0;00:00:00.000;943;0;00:00:00.000;1143;0;00:00:00.000;1343;0;00:00:00.000
