epi_parameter_id,epi_parameter_version,epi_methodology,epi_base_value,historical_performance_weight,suitability_weight,race_context_weight,total_component_weight,historical_performance_required,suitability_required,race_context_required,minimum_required_component_count,epi_output_decimal_places,epi_rounding_mode,effective_from_date,effective_to_date,epi_parameter_publication_decision,epi_parameter_reconciliation_decision,epi_parameter_status,epi_parameter_evidence_sha256,builder_version,contract_version,built_at_utc
EPIP1-14578898B157ACE77DF0A29F,EPI_V1_2026_01,NORMALISED_WEIGHTED_ADDITIVE_EPI_V1,100.000000,0.500000,0.300000,0.200000,1.000000,TRUE,TRUE,TRUE,3,6,ROUND_HALF_EVEN,2026-01-01,,EPI_PARAMETER_AUTHORISED,EPI_PARAMETER_RECONCILED,GOVERNED_EPI_PARAMETER,263813c3719a95f1807a002bc5e0857e8dddcee44cdf11cbc1ac24495be21489,edgeiq_epi_parameter_fact_v1.0.0,1.0.0,2026-07-23T03:01:41Z
