benchmark_group_id,canonical_race_id,canonical_runner_id,race_date,track,race_number,race_distance_metres,segment_sequence,segment_start_metres,segment_end_metres,segment_distance_metres,actual_elapsed_seconds,standard_elapsed_seconds,time_difference_seconds,surface,track_condition_number,track_condition_group,lengths_per_second,seconds_per_length,lengths_vs_standard,conversion_method,conversion_version,conversion_status,conversion_reason,source_hash,audit_status
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720320,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,11.737100,11.841500,0.104400,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,2026-07-20,Southside Pakenham Synthetic,6,1400,1,1400,1200,200,14.044900,14.306100,0.261200,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,2026-07-20,Southside Pakenham Synthetic,6,1400,2,1200,1000,200,11.098800,11.176300,0.077500,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,2026-07-20,Southside Pakenham Synthetic,6,1400,3,1000,800,200,11.634700,11.454800,-0.179900,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,2026-07-20,Southside Pakenham Synthetic,6,1400,4,800,600,200,11.792500,11.487700,-0.304800,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.474500,11.402500,-0.072000,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.111100,11.173100,0.062000,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,11.675400,11.841500,0.166100,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,2026-07-20,Southside Pakenham Synthetic,6,1400,1,1400,1200,200,13.831300,14.306100,0.474800,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,2026-07-20,Southside Pakenham Synthetic,6,1400,2,1200,1000,200,10.758500,11.176300,0.417800,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,2026-07-20,Southside Pakenham Synthetic,6,1400,3,1000,800,200,11.415500,11.454800,0.039300,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,2026-07-20,Southside Pakenham Synthetic,6,1400,4,800,600,200,11.834300,11.487700,-0.346600,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.655000,11.402500,-0.252500,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.305800,11.173100,-0.132700,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,11.976000,11.841500,-0.134500,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,2026-07-20,Southside Pakenham Synthetic,6,1400,1,1400,1200,200,14.771000,14.306100,-0.464900,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,2026-07-20,Southside Pakenham Synthetic,6,1400,2,1200,1000,200,11.409000,11.176300,-0.232700,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,2026-07-20,Southside Pakenham Synthetic,6,1400,3,1000,800,200,11.435100,11.454800,0.019700,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,2026-07-20,Southside Pakenham Synthetic,6,1400,4,800,600,200,11.454800,11.487700,0.032900,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.185700,11.402500,0.216800,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.104900,11.173100,0.068200,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,11.744000,11.841500,0.097500,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,2026-07-20,Southside Pakenham Synthetic,6,1400,1,1400,1200,200,13.956700,14.306100,0.349400,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,2026-07-20,Southside Pakenham Synthetic,6,1400,2,1200,1000,200,11.098800,11.176300,0.077500,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,2026-07-20,Southside Pakenham Synthetic,6,1400,3,1000,800,200,11.520700,11.454800,-0.065900,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,2026-07-20,Southside Pakenham Synthetic,6,1400,4,800,600,200,11.764700,11.487700,-0.277000,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.560700,11.402500,-0.158200,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.325000,11.173100,-0.151900,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,11.968900,11.841500,-0.127400,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,2026-07-20,Southside Pakenham Synthetic,6,1400,1,1400,1200,200,13.888900,14.306100,0.417200,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,2026-07-20,Southside Pakenham Synthetic,6,1400,2,1200,1000,200,10.976900,11.176300,0.199400,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,2026-07-20,Southside Pakenham Synthetic,6,1400,3,1000,800,200,11.534000,11.454800,-0.079200,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,2026-07-20,Southside Pakenham Synthetic,6,1400,4,800,600,200,11.778600,11.487700,-0.290900,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.454800,11.402500,-0.052300,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.461300,11.173100,-0.288200,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,12.262400,11.841500,-0.420900,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,2026-07-20,Southside Pakenham Synthetic,6,1400,1,1400,1200,200,13.736300,14.306100,0.569800,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,2026-07-20,Southside Pakenham Synthetic,6,1400,2,1200,1000,200,10.940900,11.176300,0.235400,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,2026-07-20,Southside Pakenham Synthetic,6,1400,3,1000,800,200,11.554000,11.454800,-0.099200,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,2026-07-20,Southside Pakenham Synthetic,6,1400,4,800,600,200,11.919000,11.487700,-0.431300,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.778600,11.402500,-0.376100,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
