benchmark_group_id,canonical_race_id,canonical_runner_id,canonical_track,course_identity,source_surface,canonical_surface_group,race_date,track,race_number,race_distance_metres,segment_sequence,segment_start_metres,segment_end_metres,segment_distance_metres,actual_elapsed_seconds,standard_elapsed_seconds,time_difference_seconds,track_condition_number,track_condition_group,lengths_per_second,seconds_per_length,lengths_vs_standard,conversion_method,conversion_version,conversion_status,conversion_reason,source_hash,audit_status
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720320,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.117300,11.402500,0.285200,,STANDARD_SYNTHETIC,6.000000000,0.166666667,1.711200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720320,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.025400,11.173100,0.147700,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.886200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720320,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,11.737100,11.841500,0.104400,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.626400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,1,1400,1200,200,14.044900,14.306100,0.261200,,STANDARD_SYNTHETIC,6.000000000,0.166666667,1.567200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,2,1200,1000,200,11.098800,11.176300,0.077500,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.465000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,3,1000,800,200,11.634700,11.454800,-0.179900,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-1.079400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,4,800,600,200,11.792500,11.487700,-0.304800,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-1.828800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.474500,11.402500,-0.072000,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.432000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.111100,11.173100,0.062000,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.372000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15717705,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,11.675400,11.841500,0.166100,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.996600,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,1,1400,1200,200,13.831300,14.306100,0.474800,,STANDARD_SYNTHETIC,6.000000000,0.166666667,2.848800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,2,1200,1000,200,10.758500,11.176300,0.417800,,STANDARD_SYNTHETIC,6.000000000,0.166666667,2.506800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,3,1000,800,200,11.415500,11.454800,0.039300,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.235800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,4,800,600,200,11.834300,11.487700,-0.346600,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-2.079600,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.655000,11.402500,-0.252500,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-1.515000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.305800,11.173100,-0.132700,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.796200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15714008,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,11.976000,11.841500,-0.134500,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.807000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,1,1400,1200,200,14.771000,14.306100,-0.464900,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-2.789400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,2,1200,1000,200,11.409000,11.176300,-0.232700,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-1.396200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,3,1000,800,200,11.435100,11.454800,0.019700,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.118200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,4,800,600,200,11.454800,11.487700,0.032900,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.197400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.185700,11.402500,0.216800,,STANDARD_SYNTHETIC,6.000000000,0.166666667,1.300800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.104900,11.173100,0.068200,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.409200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15713342,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,11.744000,11.841500,0.097500,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.585000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,1,1400,1200,200,13.956700,14.306100,0.349400,,STANDARD_SYNTHETIC,6.000000000,0.166666667,2.096400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,2,1200,1000,200,11.098800,11.176300,0.077500,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.465000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,3,1000,800,200,11.520700,11.454800,-0.065900,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.395400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,4,800,600,200,11.764700,11.487700,-0.277000,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-1.662000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.560700,11.402500,-0.158200,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.949200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.325000,11.173100,-0.151900,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.911400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15719841,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,11.968900,11.841500,-0.127400,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.764400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,1,1400,1200,200,13.888900,14.306100,0.417200,,STANDARD_SYNTHETIC,6.000000000,0.166666667,2.503200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,2,1200,1000,200,10.976900,11.176300,0.199400,,STANDARD_SYNTHETIC,6.000000000,0.166666667,1.196400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,3,1000,800,200,11.534000,11.454800,-0.079200,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.475200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,4,800,600,200,11.778600,11.487700,-0.290900,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-1.745400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.454800,11.402500,-0.052300,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.313800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.461300,11.173100,-0.288200,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-1.729200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15720036,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,12.262400,11.841500,-0.420900,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-2.525400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,1,1400,1200,200,13.736300,14.306100,0.569800,,STANDARD_SYNTHETIC,6.000000000,0.166666667,3.418800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
