workspace_id,meeting_key,race_key,generated_at,race_date,track,race_no,no,horse,epi,market,open,high,low,move,edgeiq_price,edge,status,source,source_timestamp,source_confidence,row_status,market_availability_status,market_source_status,market_observed_at,market_generated_at,market_age_minutes,market_freshness_status,market_is_live
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R5,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,5,7,One Day At A Time,34.95,10.00,,,,,15.29,-34.6%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R5,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,5,8,Oxley Tycoon,47.37,17.00,,,,,7.77,+118.8%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R5,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,5,9,Shooting Brake,46.25,9.50,,,,,8.16,+16.4%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R5,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,5,10,Somers Green,,14.50,,,,,,,EDGEiQ Price Pending,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R5,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,5,11,Calamari Ring,19.12,10.10,,,,,166.68,-93.9%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R5,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,5,12,Buggsy,30.85,5.60,,,,,21.19,-73.6%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,1,Saluted,79.99,9.40,,,,,8.44,+11.4%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,2,Per Sempre,36.25,7.60,,,,,48.34,-84.3%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,3,She's My Ex,85.94,11.20,,,,,7.43,+50.7%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,4,Body Of Venus,66.04,67.00,,,,,12.04,+456.5%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,5,Mrs Archibald,72.35,23.10,,,,,10.14,+127.8%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,6,Semelle Rouge,47.64,32.00,,,,,23.84,+34.2%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,7,Vain Champagne,54.48,16.70,,,,,17.74,-5.9%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,8,No Limitation,43.30,4.80,,,,,29.94,-84.0%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,9,Silver Cliff,63.22,67.10,,,,,13.11,+411.8%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,10,Egerton,34.92,31.00,,,,,54.11,-42.7%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,11,Set Me Loose,31.75,3.90,,,,,74.20,-94.7%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,12,Wicked Storm,26.12,40.20,,,,,173.41,-76.8%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,13,Coco De Luxe,44.52,35.00,,,,,27.97,+25.1%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,14,Conscience,51.20,2.30,,,,,20.28,-88.7%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,15,Final Moment,82.75,13.00,,,,,7.95,+63.5%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,16,Miss Cotoletta,67.86,13.00,,,,,11.43,+13.7%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R6,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,6,17,All Pink,20.70,59.60,,,,,2136.52,-97.2%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R7,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,7,1,Hedged,67.35,7.20,,,,,6.89,+4.5%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R7,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,7,2,Ole Dancer,42.73,8.10,,,,,549.05,-98.5%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R7,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,7,3,Klabel,44.25,52.80,,,,,157.24,-66.4%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R7,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,7,4,Losesomewinmore,51.75,9.00,,,,,24.44,-63.2%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R7,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,7,5,Beast Mode,53.88,6.00,,,,,18.86,-68.2%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R7,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,7,6,Along The River,82.84,41.00,,,,,3.64,+1026.4%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R7,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,7,7,Cavalry Girl,74.18,2.60,,,,,5.00,-48.0%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R7,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,7,8,Stokke,56.88,26.00,,,,,14.00,+85.7%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R7,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,7,9,Extragalactic,65.20,7.70,,,,,7.75,-0.6%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R7,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,7,10,Bazaball Rewarded,53.88,17.20,,,,,18.86,-8.8%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R7,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,7,11,Signature Scent,48.55,7.30,,,,,41.07,-82.2%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R8,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,8,1,Carbonados,51.74,15.00,,,,,10.79,+39.0%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R8,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,8,2,Tennessee Bound,54.25,2.90,,,,,9.68,-70.0%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R8,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,8,3,Elouyou,48.50,11.00,,,,,12.58,-12.6%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R8,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,8,4,Piastri,44.12,11.00,,,,,16.00,-31.2%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R8,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,8,5,Betwitchery,54.27,19.00,,,,,9.67,+96.5%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R8,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,8,6,Moby Dick,48.75,7.30,,,,,12.43,-41.3%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R8,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,8,7,Gold Coast Belle,90.27,3.00,,,,,3.54,-15.3%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R8,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,8,8,Rhapsody Chic,22.65,28.70,,,,,1068.60,-97.3%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R8,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,8,9,Romantic Encounter,49.08,13.00,,,,,12.23,+6.3%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R8,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,8,10,Victorious Spirit,56.58,9.00,,,,,8.82,+2.0%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,1,The Pendragon,56.40,31.80,,,,,11.71,+171.6%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,2,Unbelievable,,16.00,,,,,,,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,3,New York Hurricane,76.56,61.00,,,,,7.80,+682.1%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,4,Ziryab,63.76,57.10,,,,,9.95,+473.9%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,5,Makdane,70.00,11.90,,,,,8.78,+35.5%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,6,Farhh Flung,64.55,21.00,,,,,9.78,+114.7%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,7,Mukhtalif,9.68,6.20,,,,,113.40,-94.5%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,8,Somewhere,12.81,8.50,,,,,80.09,-89.4%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,9,Stay Silent,70.25,14.00,,,,,8.74,+60.2%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,10,Dictionary,45.16,75.60,,,,,15.71,+381.2%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,11,Furious,31.60,10.70,,,,,25.12,-57.4%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,12,Supernima,27.50,9.00,,,,,30.12,-70.1%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,13,Currawood,,71.00,,,,,,,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,14,Just Too Fly,43.75,13.40,,,,,16.38,-18.2%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,15,Lovelycut,,10.60,,,,,2772.85,-99.6%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,16,Elsie May,13.45,69.20,,,,,75.35,-8.2%,Scratched,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,scratched,SCRATCHED,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,CATALOG_STATUS,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,17,Castle On High,,19.00,,,,,2772.85,-99.3%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-22|SANDOWN,2026-08-22|SANDOWN|R9,2026-08-22T03:11:46Z,2026-08-22,Sandown Hillside,9,18,Male Model,73.90,23.70,,,,,8.17,+190.1%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-23|WANGARATTA,2026-08-23|WANGARATTA|R1,2026-08-22T03:11:46Z,2026-08-23,Wangaratta,1,1,All Too Swift,50.20,51.00,,,,,9.39,+443.1%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-23|WANGARATTA,2026-08-23|WANGARATTA|R1,2026-08-22T03:11:46Z,2026-08-23,Wangaratta,1,2,Churchill Lane,76.44,17.00,,,,,5.37,+216.6%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
BETA-010,2026-08-23|WANGARATTA,2026-08-23|WANGARATTA|R1,2026-08-22T03:11:46Z,2026-08-23,Wangaratta,1,3,Determinato,48.90,3.80,,,,,9.72,-60.9%,Governed Price Context,LADBROKES_CANONICAL_MARKET_V1,2026-08-21T22:14:54+00:00,governed,current,MARKET_UNAVAILABLE,LADBROKES_CANONICAL,,2026-08-22T03:11:46Z,,NO_PROVIDER_MATCH,false
