raceDate,meeting,raceNumber,runnerNumber,runnerName,rating,epi,marketPrice,edgeiqPrice,earlySpeed,suitability,raceShape,lateSpeed,formMomentum,preparationProfile,sectionalRunMatches,benchmarkRunMatches
2026-08-23,Wangaratta,7,1,Black Frost,,2.6,41.0,3136.66,55.76,50.1,CLOSING_SETUP,58.39,-2.5,YES,6,6
2026-08-23,Wangaratta,7,2,Immortalised,,56.23,12.0,14.16,57.5,58.2,MAP_ADVANTAGE,60.6,-3.9,YES,6,6
2026-08-23,Wangaratta,7,3,Boss Boy,,61.68,13.0,12.45,56.4,58.5,CLOSING_SETUP,48.3,-0.7,YES,8,8
2026-08-23,Wangaratta,7,4,The Quiet Immortal,,52.06,5.5,15.76,56.4892,54.0,NEUTRAL,58.2834,-0.1,YES,8,8
2026-08-23,Wangaratta,7,5,Ataegina,,51.79,7.0,15.87,56.6,58.1,NEUTRAL,59.1,3.9,YES,29,29
2026-08-23,Wangaratta,7,6,North Terrace,,39.79,35.0,22.95,56.9169,56.7,NEUTRAL,58.7877,,YES,5,5
2026-08-23,Wangaratta,7,7,Sheer Lunacy,,72.7,16.0,9.92,55.2,59.2,CLOSING_SETUP,59.5,-2.1,YES,36,36
2026-08-23,Wangaratta,7,8,Venus Shock,,45.22,12.0,19.18,60.08,57.0,MAP_ADVANTAGE,57.96,-1.4,YES,2,2
2026-08-23,Wangaratta,7,9,Jenni Intiba,,55.0,7.0,14.6,55.8,54.7,CLOSING_SETUP,61.9,-2.1,YES,8,8
2026-08-23,Wangaratta,7,10,King Incanto,,35.0375,6.5,27.46,54.7,59.1,CLOSING_SETUP,61.2,0.3,YES,10,10
2026-08-23,Wangaratta,7,11,Queen Of Cordoba,,69.0,8.5,10.66,58.64,52.3,MAP_ADVANTAGE,60.73,-1.4,YES,4,4
2026-08-23,Wangaratta,7,12,Dance Lady,,39.45,41.0,23.23,56.1,53.1,CLOSING_SETUP,60.8,-1.7,YES,7,7
2026-08-23,Wangaratta,7,13,Queen Amanjena,,64.54,9.0,11.69,56.7,56.0,NEUTRAL,51.6,-3.8,YES,12,12
2026-08-23,Wangaratta,7,14,Acheter,,32.125,19.0,31.06,58.5,57.6,MAP_ADVANTAGE,47.7,-0.3,YES,12,12
2026-08-23,Wangaratta,7,15,Vision Thing,,64.5,19.0,11.7,56.3,56.1,CLOSING_SETUP,50.8,-2.6,YES,16,16
2026-08-23,Wangaratta,7,16,Toronova,,61.95,71.0,12.38,55.9,53.4,CLOSING_SETUP,60.475,-2.2,YES,43,43
2026-08-23,Wangaratta,8,1,Compressing,,57.2875,6.5,13.52,56.4,52.5,MAP_ADVANTAGE,50.5,1.2,YES,4,4
2026-08-23,Wangaratta,8,2,Lightning Flash,,57.36,4.8,13.49,56.2,59.9,NEUTRAL,49.9,-1.8,YES,24,24
2026-08-23,Wangaratta,8,3,First Day,,62.3,,11.63,54.2,,,35.3,,YES,18,18
2026-08-23,Wangaratta,8,4,Just Landed,,59.85,19.0,12.49,55.8,52.0,NEUTRAL,38.1,-5.4,YES,21,21
2026-08-23,Wangaratta,8,5,Stole Him,,45.39,9.0,21.07,56.8,53.2,MAP_ADVANTAGE,44.2,-1.1,YES,4,4
2026-08-23,Wangaratta,8,6,Dandruff,,33.51,51.0,40.95,56.4,50.9,NEUTRAL,18.9,4.7,YES,22,22
2026-08-23,Wangaratta,8,7,Zeaction,,53.82,8.0,15.17,53.93,60.2,NEEDS_TEMPO,56.34,-2.5,YES,9,9
2026-08-23,Wangaratta,8,8,Idling Behind,,51.68,7.0,16.37,55.12,57.8,NEEDS_TEMPO,59.08,-1.3,YES,6,6
2026-08-23,Wangaratta,8,9,Pro Velocity,,46.92,9.5,19.73,52.3128,52.1,NEEDS_TEMPO,58.141,,YES,0,0
2026-08-23,Wangaratta,8,10,Azeola,,68.38,15.0,9.88,,58.1,,,-5.3,YES,20,20
2026-08-23,Wangaratta,8,11,Mozzoni,,49.7875,7.0,17.58,55.8,60.8,NEEDS_TEMPO,56.6,-0.3,YES,3,3
2026-08-23,Wangaratta,8,12,Proven Record,,50.6875,8.0,16.98,56.41,55.0,MAP_ADVANTAGE,56.38,-3.3,YES,5,5
2026-08-23,Wangaratta,8,13,Just Dance,,47.22,31.0,19.48,56.3,58.5,NEUTRAL,58.9,2.0,YES,10,10
2026-08-23,Wangaratta,8,14,Opus,,60.97,9.0,12.09,55.1,55.0,NEEDS_TEMPO,58.0567,-1.7,YES,6,6
2026-08-23,Wangaratta,8,15,Ideelistic,,45.19,14.0,21.26,58.61,54.2,MAP_ADVANTAGE,59.33,-1.0,YES,15,15
2026-08-23,Wangaratta,8,16,Bearbrassblackfish,,15.825,23.0,2132.15,55.7763,52.5,NEEDS_TEMPO,59.9965,-0.8,YES,12,12
2026-08-23,Wangaratta,8,17,Mana Combat,,36.5375,13.0,33.44,55.5,57.6,NEEDS_TEMPO,61.27,5.1,YES,20,20
2026-08-23,Wangaratta,8,18,Sardius,,22.925,67.0,126.58,55.9,50.0,NEUTRAL,61.865,-0.9,YES,10,10
2026-08-24,Pakenham Synthetic,1,1,Bluejet,,,,,,49.8,,,,,0,0
2026-08-24,Pakenham Synthetic,1,2,Doublet,,0.0,,1889.18,57.0,59.2,NEUTRAL,38.1,-2.7,YES,6,6
2026-08-24,Pakenham Synthetic,1,3,Dr Well,,,,,56.9756,,NEUTRAL,62.0292,,,0,0
2026-08-24,Pakenham Synthetic,1,4,Hit Squad,,59.98,,7.35,57.353,55.7,MAP_ADVANTAGE,60.9012,-1.0,YES,0,0
2026-08-24,Pakenham Synthetic,1,5,Marquisard,,53.69,,8.51,56.1,50.6,NEEDS_TEMPO,56.3,-0.9,YES,12,12
2026-08-24,Pakenham Synthetic,1,6,Precambrian,,53.0,,8.66,56.5227,51.6,NEUTRAL,59.4306,0.6,YES,2,2
2026-08-24,Pakenham Synthetic,1,7,Vespasian,,65.85,,6.49,56.3131,61.2,NEEDS_TEMPO,58.3065,-2.7,YES,1,1
2026-08-24,Pakenham Synthetic,1,8,Miss Shiino,,51.14,,9.08,54.6442,62.5,NEEDS_TEMPO,62.6143,0.0,YES,2,2
2026-08-24,Pakenham Synthetic,1,9,Rising Nine Top,,27.55,,20.47,56.16,58.9,NEEDS_TEMPO,62.5,1.7,YES,3,3
2026-08-24,Pakenham Synthetic,1,10,Tiger Fox,,6.825,,117.51,58.1,54.7,MAP_ADVANTAGE,57.1,-2.8,YES,2,2
2026-08-24,Pakenham Synthetic,1,11,Bobinette,,,,,56.464,,NEUTRAL,60.1313,,,0,0
2026-08-24,Pakenham Synthetic,1,12,Zoumania,,47.57,,9.99,57.2,55.0,MAP_ADVANTAGE,58.0,-1.6,YES,2,2
2026-08-24,Pakenham Synthetic,1,13,Diamond Storm,,,,,56.3718,52.8,NEUTRAL,60.5393,,,0,0
2026-08-24,Pakenham Synthetic,1,14,Ask The Captain,,68.3,,6.18,54.14,51.8,NEEDS_TEMPO,63.9,-1.1,YES,7,7
2026-08-24,Pakenham Synthetic,1,15,Composite Action,,26.83,,21.19,56.2,52.0,NEEDS_TEMPO,34.1,3.9,YES,15,15
2026-08-24,Pakenham Synthetic,2,1,Aubaine,,24.925,,96.89,57.0511,59.8,CLOSING_SETUP,62.2717,1.3,YES,13,13
2026-08-24,Pakenham Synthetic,2,2,Duperouzel,,61.95,,9.34,58.0,53.9,NEUTRAL,56.4,2.8,YES,2,2
2026-08-24,Pakenham Synthetic,2,3,Just Desserts,,,,,57.68,,NEUTRAL,61.9252,,,0,0
2026-08-24,Pakenham Synthetic,2,4,Lollie's Galore,,65.61,,8.4,56.1118,60.7,CLOSING_SETUP,59.2458,-1.2,YES,1,1
2026-08-24,Pakenham Synthetic,2,5,Mr Margolin,,59.47,,10.08,,58.5,,,-4.1,YES,2,2
2026-08-24,Pakenham Synthetic,2,6,Pete The Prophet,,20.875,,253.41,56.34,54.8,CLOSING_SETUP,62.21,-1.7,YES,5,5
2026-08-24,Pakenham Synthetic,2,7,Aurora's Belt,,51.75,,13.21,58.5,51.6,PRESSURE_RISK,58.7,-0.9,YES,2,2
2026-08-24,Pakenham Synthetic,2,8,Laurel Bay,,49.875,,14.24,,46.2,,,2.5,YES,4,4
2026-08-24,Pakenham Synthetic,2,9,Tennessee Link,,43.98,,18.59,58.28,51.2,NEUTRAL,57.96,-0.4,YES,4,4
2026-08-24,Pakenham Synthetic,2,10,Thinker,,64.65,,8.63,60.48,52.9,PRESSURE_RISK,57.2,1.1,YES,2,2
2026-08-24,Pakenham Synthetic,2,11,Calabrisella Mia,,,,,,,,,,,0,0
2026-08-24,Pakenham Synthetic,2,12,Tears Of Happiness,,72.125,,7.09,58.82,53.2,PRESSURE_RISK,60.01,0.1,YES,3,3
2026-08-24,Pakenham Synthetic,2,13,Challenging,,,,,57.8477,,NEUTRAL,60.3469,,,0,0
2026-08-24,Pakenham Synthetic,2,14,Neville Bartos,,37.73,,26.52,55.6422,55.7,CLOSING_SETUP,58.5067,1.2,YES,1,1
2026-08-24,Pakenham Synthetic,2,15,Torzannie,,36.63,,28.55,56.8,53.1,CLOSING_SETUP,62.0,1.8,YES,1,1
2026-08-24,Pakenham Synthetic,2,16,Proffer,,55.15,,11.65,58.2,52.4,NEUTRAL,48.3,-1.4,YES,5,5
2026-08-24,Pakenham Synthetic,2,17,Thinkimacelebrity,,40.51,,22.38,57.2,54.1,CLOSING_SETUP,59.2,-5.7,YES,3,3
2026-08-24,Pakenham Synthetic,2,18,Embodiment,,17.975,,1591.34,58.5438,51.8,PRESSURE_RISK,56.2816,4.5,YES,1,1
2026-08-24,Pakenham Synthetic,3,1,No Ombrays,,,,,56.9169,,NEUTRAL,59.1804,,,0,0
2026-08-24,Pakenham Synthetic,3,2,Rhencullen,,,,,,,,,,,0,0
2026-08-24,Pakenham Synthetic,3,3,Rock It Fuel,,26.425,,6.53,54.29,,,65.09,,YES,2,2
2026-08-24,Pakenham Synthetic,3,4,Alodie,,8.125,,355.38,57.4,48.4,MAP_ADVANTAGE,18.5,-0.8,YES,4,4
2026-08-24,Pakenham Synthetic,3,5,My Destiny,,,,,56.1286,,NEUTRAL,64.031,,,0,0
2026-08-24,Pakenham Synthetic,3,6,Spin Class,,31.275,,4.83,58.14,,MAP_ADVANTAGE,57.71,,YES,1,1
2026-08-24,Pakenham Synthetic,3,7,Yellowknife,,,,,55.1809,52.1,NEEDS_TEMPO,52.6359,1.6,YES,0,0
2026-08-24,Pakenham Synthetic,3,8,Independant Lad,,,,,54.4429,61.2,NEEDS_TEMPO,54.5993,,YES,1,1
2026-08-24,Pakenham Synthetic,3,9,Whyte Light,,,,,,,,,,,0,0
2026-08-24,Pakenham Synthetic,3,10,Aryna,,50.61,,2.18,,,,,,YES,0,0
2026-08-24,Pakenham Synthetic,3,11,Pragmatic Lady,,,,,56.8749,55.1,NEUTRAL,61.7982,,,0,0
2026-08-24,Pakenham Synthetic,3,12,Veloce Grigio,,,,,,,,,,,0,0
2026-08-24,Pakenham Synthetic,3,13,Gemofsixteencarats,,28.0,,5.88,56.5,51.4,NEUTRAL,52.5,5.0,YES,12,12
2026-08-24,Pakenham Synthetic,3,14,Native Spirit,,9.425,,115.44,57.3,46.0,MAP_ADVANTAGE,26.6,-1.0,YES,8,8
2026-08-24,Pakenham Synthetic,4,1,Covert Mission,,55.41,,7.82,58.7,56.5,MAP_ADVANTAGE,38.2,-4.1,YES,5,5
2026-08-24,Pakenham Synthetic,4,2,Planet Mars,,41.6,,13.34,56.6,50.1,NEUTRAL,28.8,-0.1,YES,20,20
2026-08-24,Pakenham Synthetic,4,3,Rock About,,47.0,,10.55,53.8894,55.0,CLOSING_SETUP,56.8321,,YES,1,1
2026-08-24,Pakenham Synthetic,4,4,Spiderman,,31.04,,24.92,59.0554,54.6,MAP_ADVANTAGE,55.5424,-2.2,YES,6,6
2026-08-24,Pakenham Synthetic,4,5,Miss Exceptional,,36.67,,17.24,57.4,50.5,NEUTRAL,59.0,-2.4,YES,3,3
2026-08-24,Pakenham Synthetic,4,6,Myhomecomingqueen,,53.87,,8.23,57.0,54.3,NEUTRAL,61.3,0.2,YES,5,5
2026-08-24,Pakenham Synthetic,4,7,Wunderlust,,14.1,,1227.79,57.4452,51.9,NEUTRAL,61.7597,-3.4,YES,4,4
2026-08-24,Pakenham Synthetic,4,8,Finardi,,,,,56.1286,,CLOSING_SETUP,60.0851,,,0,0
2026-08-24,Pakenham Synthetic,4,9,Master Dubois,,20.15,,87.92,56.56,,CLOSING_SETUP,58.9,,YES,1,1
2026-08-24,Pakenham Synthetic,4,10,Written Empire,,,,,,,,,,,0,0
2026-08-24,Pakenham Synthetic,4,11,Nikitria,,22.5,,59.62,57.4,49.1,NEUTRAL,43.2,0.8,YES,2,2
2026-08-24,Pakenham Synthetic,4,12,Tag The Bride,,74.81,,4.7,59.0,61.4,MAP_ADVANTAGE,62.3,-2.7,YES,1,1
2026-08-24,Pakenham Synthetic,4,13,Moonlight Romance,,47.95,,10.17,56.2,51.8,CLOSING_SETUP,38.2,-4.1,YES,4,4
2026-08-24,Pakenham Synthetic,4,14,Mr Nipper,,50.81,,9.14,55.6757,53.0,CLOSING_SETUP,57.1978,-1.4,YES,1,1
2026-08-24,Pakenham Synthetic,4,15,Cowboykickedfive,,28.7,,30.09,,47.8,,,3.5,YES,8,8
2026-08-24,Pakenham Synthetic,5,1,Deputy John Stone,,48.22,,7.44,,48.2,,,,YES,2,2
2026-08-24,Pakenham Synthetic,5,2,Graybach,,,,,,,,,,,0,0
2026-08-24,Pakenham Synthetic,5,3,Ottalaus,,49.13,,7.26,59.1,54.4,MAP_ADVANTAGE,39.0,-2.8,YES,2,2
2026-08-24,Pakenham Synthetic,5,4,Ziggy Bama,,,,,,48.0,,,0.5,YES,2,2
2026-08-24,Pakenham Synthetic,5,5,Seaticflash,,,,,,,,,,,0,0
2026-08-24,Pakenham Synthetic,5,6,The Troubleshooter,,0.0,,1432.19,59.0,50.4,MAP_ADVANTAGE,25.1,-7.4,YES,2,2
2026-08-24,Pakenham Synthetic,5,7,Afterthegoldrush,,,,,,,,,,YES,1,1
2026-08-24,Pakenham Synthetic,5,8,Golden Cicada,,,,,,,,,,,0,0
2026-08-24,Pakenham Synthetic,5,9,Hopeful Champion,,,,,,,,,,,0,0
2026-08-24,Pakenham Synthetic,5,10,Nafsika,,,,,,,,,,,0,0
2026-08-24,Pakenham Synthetic,5,11,Roses For Rita,,,,,,,,,,YES,1,1
2026-08-24,Pakenham Synthetic,5,12,Sweet Kanzai,,,,,,,,,,,0,0
2026-08-24,Pakenham Synthetic,5,13,Dance The Boogie,,49.1,,7.26,56.4,52.0,NEUTRAL,33.5,-2.8,YES,5,5
2026-08-24,Pakenham Synthetic,5,14,Flamingo Flyer,,42.59,,8.77,58.0,51.2,MAP_ADVANTAGE,41.2,-0.5,YES,5,5
2026-08-24,Pakenham Synthetic,5,15,Certain Impact,,34.35,,11.63,56.6,60.0,MAP_ADVANTAGE,62.7,-2.4,YES,2,2
2026-08-24,Pakenham Synthetic,5,16,Sheer Panic,,47.08,,7.68,54.9,51.5,NEUTRAL,57.7,0.2,YES,3,3
2026-08-24,Pakenham Synthetic,5,17,Immortal Diva,,46.65,,7.77,56.1,54.0,NEUTRAL,54.163,5.5,YES,7,7
2026-08-24,Pakenham Synthetic,5,18,Sneaky Russian,,47.1875,,7.66,,,,,,YES,1,1
2026-08-24,Pakenham Synthetic,6,1,Bold Print,,54.94,,9.02,58.6,63.8,NEUTRAL,43.0,-0.5,YES,24,24
2026-08-24,Pakenham Synthetic,6,2,Watten Assett,,65.63,,6.39,57.3949,68.3,CLOSING_SETUP,64.0965,-3.5,YES,4,4
2026-08-24,Pakenham Synthetic,6,3,Machinist,,51.325,,10.37,59.0,49.5,PRESSURE_RISK,37.9,-1.0,YES,29,29
2026-08-24,Pakenham Synthetic,6,4,Elonia,,54.7,,9.1,56.63,51.0,CLOSING_SETUP,51.84,-2.9,YES,4,4
2026-08-24,Pakenham Synthetic,6,5,Asmita,,74.58,,5.06,58.4,72.0,CLOSING_SETUP,60.9,-1.3,YES,11,11
2026-08-24,Pakenham Synthetic,6,6,Eternal Joy,,66.2,,6.29,58.5,52.8,NEUTRAL,60.6,-1.4,YES,2,2
2026-08-24,Pakenham Synthetic,6,7,Monsoon Reins,,35.55,,24.75,57.2,58.9,CLOSING_SETUP,65.27,1.4,YES,27,27
2026-08-24,Pakenham Synthetic,6,8,Talk Of Dakota,,19.125,,1172.62,60.0,51.6,PRESSURE_RISK,43.0,-3.7,YES,18,18
2026-08-24,Pakenham Synthetic,6,9,Tartan Queen,,59.16,,7.79,57.9,56.3,CLOSING_SETUP,45.2,-6.3,YES,8,8
2026-08-24,Pakenham Synthetic,7,1,Magnardo,,26.95,,75.15,57.5,65.3,NEUTRAL,59.1,-1.5,YES,23,23
2026-08-24,Pakenham Synthetic,7,2,King's Coronation,,63.65,,5.7,57.4,67.7,CLOSING_SETUP,41.4,0.8,YES,10,10
2026-08-24,Pakenham Synthetic,7,3,Kingsbury,,38.6,,18.47,58.7,55.2,MAP_ADVANTAGE,61.0,-2.7,YES,3,3
2026-08-24,Pakenham Synthetic,7,4,Premium Return,,53.21,,8.29,56.9,51.8,CLOSING_SETUP,62.9,-0.5,YES,2,2
2026-08-24,Pakenham Synthetic,7,5,Flying Mean,,58.75,,6.71,57.6,59.1,NEUTRAL,49.8,-1.4,YES,10,10
2026-08-24,Pakenham Synthetic,7,6,Starmae,,74.23,,4.24,57.6,55.8,NEUTRAL,45.9,-0.7,YES,8,8
2026-08-24,Pakenham Synthetic,7,7,Magic Money,,23.325,,233.8,58.5,49.9,MAP_ADVANTAGE,40.6,1.2,YES,8,8
2026-08-24,Pakenham Synthetic,7,8,Adiuro,,47.85,,10.56,56.0,55.9,CLOSING_SETUP,59.5525,-0.9,YES,25,25
2026-08-24,Pakenham Synthetic,7,9,I'm Helro,,44.125,,12.88,56.6234,54.7,CLOSING_SETUP,58.8724,-8.0,YES,3,3
2026-08-24,Pakenham Synthetic,7,10,Dissalto,,21.575,,916.11,57.9,51.9,NEUTRAL,31.7,-3.9,YES,16,16
2026-08-24,Pakenham Synthetic,7,11,Hot Chilli Mama,,43.19,,13.6,55.5,53.9,CLOSING_SETUP,58.6,-6.0,YES,18,18
2026-08-24,Pakenham Synthetic,8,1,Titan Of Choice,,72.67,,10.36,56.5,56.6,NEEDS_TEMPO,43.5,1.1,YES,51,51
2026-08-24,Pakenham Synthetic,8,2,My Time To Fly,,,,,55.8854,,NEEDS_TEMPO,58.7377,,,0,0
2026-08-24,Pakenham Synthetic,8,3,Nama Dude,,80.02,,8.17,56.52,57.1,NEEDS_TEMPO,63.5,-4.5,YES,21,21
2026-08-24,Pakenham Synthetic,8,4,Ancho,,59.27,,18.56,,52.8,,,2.8,YES,6,6
2026-08-24,Pakenham Synthetic,8,5,Octane Reign,,57.27,,20.79,57.3,56.0,MAP_ADVANTAGE,48.6,-4.4,YES,8,8
2026-08-24,Pakenham Synthetic,8,6,You Never Can Tell,,50.29,,34.03,56.8,53.9,NEUTRAL,34.8,-0.6,YES,8,8
2026-08-24,Pakenham Synthetic,8,7,Queen Of Tuscany,,35.45,,1417.56,56.6,69.0,NEUTRAL,51.2,-0.7,YES,30,30
2026-08-24,Pakenham Synthetic,8,8,Lulu Darling,,52.84,,27.82,56.2,59.0,NEEDS_TEMPO,43.7,-2.5,YES,36,36
2026-08-24,Pakenham Synthetic,8,9,Punic War,,77.1,,8.94,57.2,51.3,MAP_ADVANTAGE,40.5,3.7,YES,14,14
2026-08-24,Pakenham Synthetic,8,10,Qubella,,40.74,,118.4,57.4,50.7,MAP_ADVANTAGE,11.2,-7.9,YES,33,33
2026-08-24,Pakenham Synthetic,8,11,Slate Ripper,,72.31,,10.5,55.98,57.1,NEEDS_TEMPO,61.13,2.9,YES,26,26
2026-08-24,Pakenham Synthetic,8,12,Dane On Tour,,55.31,,23.47,56.7,52.7,NEUTRAL,38.4,-4.5,YES,36,36
2026-08-24,Pakenham Synthetic,8,13,Spirit Angel,,74.72,,9.66,55.7,52.6,NEEDS_TEMPO,47.2,-4.5,YES,25,25
2026-08-24,Pakenham Synthetic,8,14,Scandoval,,53.48,,26.56,56.1,52.0,NEEDS_TEMPO,59.205,0.4,YES,22,22
2026-08-24,Pakenham Synthetic,8,15,Forest Jim,,44.97,,59.13,56.8,49.7,NEUTRAL,29.2,-6.4,YES,20,20
2026-08-24,Pakenham Synthetic,8,16,Cuban Dawn,,87.85,,6.6,57.0,57.2,NEUTRAL,61.5,-3.2,YES,17,17
2026-08-24,Pakenham Synthetic,8,17,Immortalised,,56.23,,22.14,57.1,59.2,MAP_ADVANTAGE,60.6,-3.9,YES,6,6
2026-08-24,Pakenham Synthetic,9,1,Sunsets,,61.85,,15.81,56.9,53.4,MAP_ADVANTAGE,37.8,-1.4,YES,29,29
2026-08-24,Pakenham Synthetic,9,2,Flash Feeling,,65.45,,14.45,56.4,53.9,NEUTRAL,38.0,0.9,YES,41,41
2026-08-24,Pakenham Synthetic,9,3,All So Clear,,81.2,,10.35,55.7,68.2,NEUTRAL,51.8,-4.1,YES,40,40
2026-08-24,Pakenham Synthetic,9,4,Dragoon,,57.45,,17.79,58.39,56.7,MAP_ADVANTAGE,42.1,-1.5,YES,20,20
2026-08-24,Pakenham Synthetic,9,5,Euphoric,,10.2875,,3324.8,55.1,62.0,NEEDS_TEMPO,48.7,-3.5,YES,25,25
2026-08-24,Pakenham Synthetic,9,6,Urban Outlook,,100.0,,7.57,54.3,56.2,NEEDS_TEMPO,48.7,2.3,YES,8,8
2026-08-24,Pakenham Synthetic,9,7,Eagle Angel,,45.22,,26.42,55.7,53.0,NEUTRAL,31.2,-6.7,YES,10,10
2026-08-24,Pakenham Synthetic,9,8,Hot Too Go,,66.91,,13.96,56.6,53.1,MAP_ADVANTAGE,29.3,0.1,YES,19,19
2026-08-24,Pakenham Synthetic,9,9,Saveadateforme,,62.42,,15.58,55.7,67.9,NEEDS_TEMPO,56.4,-1.0,YES,25,25
2026-08-24,Pakenham Synthetic,9,10,Furtherest Point,,100.0,,7.57,55.4,54.2,NEEDS_TEMPO,58.7,-5.0,YES,5,5
2026-08-24,Pakenham Synthetic,9,11,Nothingelsematters,,47.49,,24.32,55.5,54.1,NEEDS_TEMPO,43.0,2.6,YES,16,16
2026-08-24,Pakenham Synthetic,9,12,Wolfoffitroystreet,,63.0,,15.35,56.1,54.4,NEUTRAL,39.6,-6.0,YES,7,7
2026-08-24,Pakenham Synthetic,9,13,She's A Con,,60.075,,16.56,55.3,50.6,NEEDS_TEMPO,12.2,0.3,YES,16,16
2026-08-24,Pakenham Synthetic,9,14,Just Dance,,47.22,,24.55,56.3,59.1,NEUTRAL,58.9,2.0,YES,10,10
2026-08-24,Pakenham Synthetic,9,15,El Sordo,,65.39,,14.48,55.6891,53.2,NEEDS_TEMPO,61.3824,-1.5,YES,21,21
