ra_horse_id,rcom_horse_id,canonical_horse_id,ra_horse_name,rcom_horse_name,normalised_name,match_tier,match_status,evidence_fields,evidence_values,candidate_count,conflict_status,decision_reason,policy_id,source_files
RA_HORSE_33824817090,RCOM_HORSE_5343573,RCOM_HORSE_5343573,LOLLIE’S GALORE,LOLLIE'S GALORE,LOLLIESGALORE,STRONG_COMPOSITE_IDENTITY,RESOLVED_COMPOSITE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=2;first_date=2026-02-25;last_date=2026-03-13;trainer_match=YES,1,NO_CONFLICT,UNIQUE_RCOM_CANDIDATE_WITH_TRAINER_CONTINUITY_AND_PRE_RACE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_february_2026_results_v1.csv|edgeiq_graphql_march_2026_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33835008390,RCOM_HORSE_5345183,RCOM_HORSE_5345183,LOS BRAVOS,LOS BRAVOS,LOSBRAVOS,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=1;first_date=2026-01-27;last_date=2026-01-27;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_january_2026_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_34125048990,,RA_HORSE_34125048990,MR SIOUX (IRE),,MRSIOUX,UNRESOLVED,NO_CANDIDATE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,repository_name_candidate_count=0,0,NO_CANDIDATE,NO_RCOM_CANDIDATE_FOUND_IN_REPOSITORY_WIDE_EVIDENCE_INDEX,EDGEIQ-RA-RCOM-BRIDGE-A-v1,public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv
RA_HORSE_33885496470,,RA_HORSE_33885496470,SMART KING,,SMARTKING,UNRESOLVED,NO_CANDIDATE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,repository_name_candidate_count=0,0,NO_CANDIDATE,NO_RCOM_CANDIDATE_FOUND_IN_REPOSITORY_WIDE_EVIDENCE_INDEX,EDGEIQ-RA-RCOM-BRIDGE-A-v1,public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv
RA_HORSE_34099532760,RCOM_HORSE_5386972,RCOM_HORSE_5386972,STUNTMAN (NZ),STUNTMAN,STUNTMAN,STRONG_COMPOSITE_IDENTITY,RESOLVED_COMPOSITE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=3;first_date=2026-01-27;last_date=2026-02-26;trainer_match=YES,1,NO_CONFLICT,UNIQUE_RCOM_CANDIDATE_WITH_TRAINER_CONTINUITY_AND_PRE_RACE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_february_2026_results_v1.csv|edgeiq_graphql_january_2026_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33914487870,RCOM_HORSE_5357739,RCOM_HORSE_5357739,TOP CONTI (NZ),TOP CONTI,TOPCONTI,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=2;first_date=2026-01-27;last_date=2026-02-07;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_february_2026_results_v1.csv|edgeiq_graphql_january_2026_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_34090930290,,RA_HORSE_34090930290,ANGLAND LASS (NZ),,ANGLANDLASS,UNRESOLVED,NO_CANDIDATE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,repository_name_candidate_count=0,0,NO_CANDIDATE,NO_RCOM_CANDIDATE_FOUND_IN_REPOSITORY_WIDE_EVIDENCE_INDEX,EDGEIQ-RA-RCOM-BRIDGE-A-v1,public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv
RA_HORSE_33874102470,,RA_HORSE_33874102470,ACTUALLY ROMANTIC,,ACTUALLYROMANTIC,UNRESOLVED,NO_CANDIDATE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,repository_name_candidate_count=0,0,NO_CANDIDATE,NO_RCOM_CANDIDATE_FOUND_IN_REPOSITORY_WIDE_EVIDENCE_INDEX,EDGEIQ-RA-RCOM-BRIDGE-A-v1,public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv
RA_HORSE_33891959400,RCOM_HORSE_5354180,RCOM_HORSE_5354180,TIKIELA,TIKIELA,TIKIELA,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=4;first_date=2025-10-30;last_date=2026-05-10;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_april_2026_results_v1.csv|edgeiq_graphql_may_2026_results_v1.csv|edgeiq_graphql_november_2025_results_v1.csv|edgeiq_graphql_october_2025_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33869987970,RCOM_HORSE_5350709,RCOM_HORSE_5350709,EYES OF BLUE,EYES OF BLUE,EYESOFBLUE,STRONG_COMPOSITE_IDENTITY,RESOLVED_COMPOSITE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=2;first_date=2025-10-06;last_date=2025-10-27;trainer_match=YES,1,NO_CONFLICT,UNIQUE_RCOM_CANDIDATE_WITH_TRAINER_CONTINUITY_AND_PRE_RACE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_october_2025_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33890395890,RCOM_HORSE_5353933,RCOM_HORSE_5353933,HE XIANGU,HE XIANGU,HEXIANGU,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=3;first_date=2025-09-18;last_date=2025-10-21;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_october_2025_results_v1.csv|edgeiq_graphql_september_2025_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33859670070,RCOM_HORSE_5349079,RCOM_HORSE_5349079,MANGANO,MANGANO,MANGANO,STRONG_COMPOSITE_IDENTITY,RESOLVED_COMPOSITE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=2;first_date=2025-11-10;last_date=2026-03-14;trainer_match=YES,1,NO_CONFLICT,UNIQUE_RCOM_CANDIDATE_WITH_TRAINER_CONTINUITY_AND_PRE_RACE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_march_2026_results_v1.csv|edgeiq_graphql_november_2025_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33831925680,,RA_HORSE_33831925680,SAYYIDAT AL NOOR,,SAYYIDATALNOOR,UNRESOLVED,NO_CANDIDATE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,repository_name_candidate_count=0,0,NO_CANDIDATE,NO_RCOM_CANDIDATE_FOUND_IN_REPOSITORY_WIDE_EVIDENCE_INDEX,EDGEIQ-RA-RCOM-BRIDGE-A-v1,public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv
RA_HORSE_33841597920,RCOM_HORSE_5346224,RCOM_HORSE_5346224,SERVENIA,SERVENIA,SERVENIA,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=6;first_date=2025-07-23;last_date=2026-03-12;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_august_2025_results_v1.csv|edgeiq_graphql_february_2026_results_v1.csv|edgeiq_graphql_july_2025_results_v1.csv|edgeiq_graphql_march_2026_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33807852690,RCOM_HORSE_5340893,RCOM_HORSE_5340893,SHAPENAPIT,SHAPENAPIT,SHAPENAPIT,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=5;first_date=2025-11-20;last_date=2026-01-23;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_december_2025_results_v1.csv|edgeiq_graphql_january_2026_results_v1.csv|edgeiq_graphql_november_2025_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33866057040,RCOM_HORSE_5350088,RCOM_HORSE_5350088,SHOWS NO SHAME,SHOWS NO SHAME,SHOWSNOSHAME,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=12;first_date=2024-10-14;last_date=2026-06-19;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_december_2025_results_v1.csv|edgeiq_graphql_january_2026_results_v1.csv|edgeiq_graphql_june_2025_results_v1.csv|edgeiq_graphql_june_2026_results_v1.csv|edgeiq_graphql_may_2026_results_v1.csv|edgeiq_graphql_november_2025_results_v1.csv|edgeiq_graphql_october_2024_results_v1.csv|edgeiq_graphql_october_2025_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33817670520,RCOM_HORSE_5342444,RCOM_HORSE_5342444,SUMALUV,SUMALUV,SUMALUV,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=5;first_date=2025-07-31;last_date=2026-02-27;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_august_2025_results_v1.csv|edgeiq_graphql_february_2026_results_v1.csv|edgeiq_graphql_july_2025_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33899549070,,RA_HORSE_33899549070,ACE HAZ,,ACEHAZ,UNRESOLVED,NO_CANDIDATE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,repository_name_candidate_count=0,0,NO_CANDIDATE,NO_RCOM_CANDIDATE_FOUND_IN_REPOSITORY_WIDE_EVIDENCE_INDEX,EDGEIQ-RA-RCOM-BRIDGE-A-v1,public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv
RA_HORSE_34009058070,RCOM_HORSE_5372679,RCOM_HORSE_5372679,CAPTIVATING MOON,CAPTIVATING MOON,CAPTIVATINGMOON,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=1;first_date=2026-06-11;last_date=2026-06-11;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_june_2026_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33966950910,,RA_HORSE_33966950910,JINKIES,,JINKIES,UNRESOLVED,NO_CANDIDATE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,repository_name_candidate_count=0,0,NO_CANDIDATE,NO_RCOM_CANDIDATE_FOUND_IN_REPOSITORY_WIDE_EVIDENCE_INDEX,EDGEIQ-RA-RCOM-BRIDGE-A-v1,public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv
RA_HORSE_34002633120,RCOM_HORSE_5371664,RCOM_HORSE_5371664,SOMERS GREEN,SOMERS GREEN,SOMERSGREEN,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=1;first_date=2026-02-25;last_date=2026-02-25;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_february_2026_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33905024520,,RA_HORSE_33905024520,CHALLENGING,,CHALLENGING,UNRESOLVED,NO_CANDIDATE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,repository_name_candidate_count=0,0,NO_CANDIDATE,NO_RCOM_CANDIDATE_FOUND_IN_REPOSITORY_WIDE_EVIDENCE_INDEX,EDGEIQ-RA-RCOM-BRIDGE-A-v1,public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv
RA_HORSE_33731715450,,RA_HORSE_33731715450,GLIDINGDEEL,,GLIDINGDEEL,UNRESOLVED,NO_CANDIDATE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,repository_name_candidate_count=0,0,NO_CANDIDATE,NO_RCOM_CANDIDATE_FOUND_IN_REPOSITORY_WIDE_EVIDENCE_INDEX,EDGEIQ-RA-RCOM-BRIDGE-A-v1,public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv
RA_HORSE_33820018950,RCOM_HORSE_5342815,RCOM_HORSE_5342815,IRONIC FORTUNE,IRONIC FORTUNE,IRONICFORTUNE,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=7;first_date=2025-10-01;last_date=2026-03-27;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_february_2026_results_v1.csv|edgeiq_graphql_january_2026_results_v1.csv|edgeiq_graphql_march_2026_results_v1.csv|edgeiq_graphql_october_2025_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33774354330,,RA_HORSE_33774354330,LOVABLE RASCAL,,LOVABLERASCAL,UNRESOLVED,NO_CANDIDATE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,repository_name_candidate_count=0,0,NO_CANDIDATE,NO_RCOM_CANDIDATE_FOUND_IN_REPOSITORY_WIDE_EVIDENCE_INDEX,EDGEIQ-RA-RCOM-BRIDGE-A-v1,public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv
RA_HORSE_33849795270,RCOM_HORSE_5347519,RCOM_HORSE_5347519,MYSTERIOUS MASTER,MYSTERIOUS MASTER,MYSTERIOUSMASTER,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=1;first_date=2026-05-11;last_date=2026-05-11;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_may_2026_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
RA_HORSE_33817005870,,RA_HORSE_33817005870,SURVIVING STAR,,SURVIVINGSTAR,UNRESOLVED,NO_CANDIDATE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,repository_name_candidate_count=0,0,NO_CANDIDATE,NO_RCOM_CANDIDATE_FOUND_IN_REPOSITORY_WIDE_EVIDENCE_INDEX,EDGEIQ-RA-RCOM-BRIDGE-A-v1,public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv
RA_HORSE_33720682260,,RA_HORSE_33720682260,KUHEYLAN,,KUHEYLAN,UNRESOLVED,NO_CANDIDATE,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,repository_name_candidate_count=0,0,NO_CANDIDATE,NO_RCOM_CANDIDATE_FOUND_IN_REPOSITORY_WIDE_EVIDENCE_INDEX,EDGEIQ-RA-RCOM-BRIDGE-A-v1,public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv
RA_HORSE_33803269770,RCOM_HORSE_5340169,RCOM_HORSE_5340169,SHE’S LOADED,SHE'S LOADED,SHESLOADED,UNIQUE_EXACT_NAME_CONTINUITY,RESOLVED_UNIQUE_CONTINUITY,normalised_name|historical_horse_code|historical_row_count|trainer_continuity|chronology,candidate_count=1;historical_rows=9;first_date=2024-10-05;last_date=2026-03-05;trainer_match=NO,1,NO_CONFLICT,UNIQUE_EXACT_NORMALISED_NAME_WITH_NO_CONFLICTING_REPOSITORY_EVIDENCE_AND_PLAUSIBLE_CHRONOLOGY,EDGEIQ-RA-RCOM-BRIDGE-A-v1,edgeiq_graphql_february_2026_results_v1.csv|edgeiq_graphql_january_2026_results_v1.csv|edgeiq_graphql_july_2025_results_v1.csv|edgeiq_graphql_june_2025_results_v1.csv|edgeiq_graphql_march_2026_results_v1.csv|edgeiq_graphql_november_2024_results_v1.csv|edgeiq_graphql_october_2024_results_v1.csv|public/data/edgeiq_current_horse_identity_crosswalk_v1.csv|public/data/edgeiq_daily_official_results_fact_v1.csv|public/data/edgeiq_historical_results_warehouse_v2_graphql.csv
