race_id,meeting_id,race_date,track,track_key,state,meet_code,race_no,race_no_numeric,race_url,speed_data_url,discovery_method,evidence_strength,source_url,source_artifact,source_record_id,source_request_id,source_response_id,source_payload_path,source_sha256,http_status,observed_in_source,race_status,completed_status,is_future,is_completed,has_speed_data,speed_data_status,provenance,discovered_utc,pipeline_version,historical_acquisition_eligible
2026-03-15_YARRAVALLEY_R1,2026-03-15_YARRAVALLEY,2026-03-15,Bet365 Yarra Valley,YARRAVALLEY,,,1,1,https://www.racing.com/form/2026-03-15/bet365-yarra-valley/race/1,https://www.racing.com/form/2026-03-15/bet365-yarra-valley/race/1,COMPLETED_PAYLOAD_RACE,STRONG,https://www.racing.com/form/2026-03-15/bet365-yarra-valley/race/1 | https://www.racing.com/form/2026-03-15/bet365-yarra-valley/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetLayoutForRoute_8bbfe7492f31108017.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetLayoutForRoute_ad2d30ef71cf7f2d81.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetRaceEntryBadges_CD_940207691f5fb64fb1.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetRaceEntryBadges_CD_fdf4f0a423954fd780.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_18a435569e7b7f3059.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_35bb08c4954c327d6c.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_4ce26bdc506bff0248.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_5ad4b70f5c11ca2e35.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_855c84e3776cd83e87.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_9a075dbc62c2158209.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_b147b1bf926c2a37ed.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_e34298cfae34117a6d.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_ec26bb1638199aac13.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_ed98364b6d6966d877.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_785b8ee111c9d60448.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_9e9e3629fbd26de357.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_cb265d7dc527b531a8.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_ce751f767d01541d14.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceNumberList_CD_04d32c93344b80509b.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceNumberList_CD_d3437905fa56ecaea5.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceResults_CD_0f5137be0cd4f1d13e.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceResults_CD_6af57aa9cb3a0988ef.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_8c0edef0326824b13d.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_ba09a9ff198c55ef7a.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_d48a48a39b2a062fd6.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_e86a2628dcac52b9f6.json,2026-03-15_YARRAVALLEY_R1 | GetLayoutForRoute | GetRaceEntryBadges_CD | getHorseProfile | getMeeting_CD | getRaceNumberList_CD | getRaceResults_CD,,,outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetLayoutForRoute_8bbfe7492f31108017.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetLayoutForRoute_ad2d30ef71cf7f2d81.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetRaceEntryBadges_CD_940207691f5fb64fb1.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetRaceEntryBadges_CD_fdf4f0a423954fd780.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_18a435569e7b7f3059.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_35bb08c4954c327d6c.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_4ce26bdc506bff0248.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_5ad4b70f5c11ca2e35.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_855c84e3776cd83e87.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_9a075dbc62c2158209.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_b147b1bf926c2a37ed.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_e34298cfae34117a6d.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_ec26bb1638199aac13.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_ed98364b6d6966d877.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_785b8ee111c9d60448.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_9e9e3629fbd26de357.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_cb265d7dc527b531a8.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_ce751f767d01541d14.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceNumberList_CD_04d32c93344b80509b.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceNumberList_CD_d3437905fa56ecaea5.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceResults_CD_0f5137be0cd4f1d13e.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceResults_CD_6af57aa9cb3a0988ef.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_8c0edef0326824b13d.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_ba09a9ff198c55ef7a.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_d48a48a39b2a062fd6.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_e86a2628dcac52b9f6.json,,200,YES,COMPLETED_PAYLOAD_OBSERVED,COMPLETED,NO,YES,YES,COMPLETED_PAYLOAD_SPEED_DATA_OBSERVED,Completed payload probe observed race identity and speed-data URL via operation getMeeting_CD; parse_hint=getMeeting_CD. || Completed payload probe observed race identity and speed-data URL via operation GetRaceEntryBadges_CD; parse_hint=GetRaceEntryBadges_CD|FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation GetLayoutForRoute; parse_hint=GetLayoutForRoute. || Completed payload probe observed race identity and speed-data URL via operation UNKNOWN; parse_hint=NO_PARSE_HINT. || Completed payload probe observed race identity and speed-data URL via operation getRaceNumberList_CD; parse_hint=getRaceNumberList_CD|FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation getRaceResults_CD; parse_hint=getRaceResults_CD|FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getMeeting_CD; parse_hint=getMeeting_CD. || Completed payload probe observed race identity and speed-data URL via operation getMeeting_CD; parse_hint=getMeeting_CD. || Completed payload probe observed race identity and speed-data URL via operation getRaceNumberList_CD; parse_hint=getRaceNumberList_CD|FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation GetLayoutForRoute; parse_hint=GetLayoutForRoute. || Completed payload probe observed race identity and speed-data URL via operation GetRaceEntryBadges_CD; parse_hint=GetRaceEntryBadges_CD|FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation UNKNOWN; parse_hint=NO_PARSE_HINT. || Completed payload probe observed race identity and speed-data URL via operation getRaceResults_CD; parse_hint=getRaceResults_CD|FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation getMeeting_CD; parse_hint=getMeeting_CD. || Completed payload probe observed race identity and speed-data URL via operation UNKNOWN; parse_hint=FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation UNKNOWN; parse_hint=NO_PARSE_HINT.,2026-07-22T19:21:34+00:00,edgeiq_racingcom_race_discovery_v2_graphql_evidence_extension,YES
2026-03-15_YARRAVALLEY_R2,2026-03-15_YARRAVALLEY,2026-03-15,Bet365 Yarra Valley,YARRAVALLEY,,,2,2,https://www.racing.com/form/2026-03-15/bet365-yarra-valley/race/2,https://www.racing.com/form/2026-03-15/bet365-yarra-valley/race/2,COMPLETED_PAYLOAD_RACE,STRONG,https://www.racing.com/form/2026-03-15/bet365-yarra-valley/race/2 | https://www.racing.com/form/2026-03-15/bet365-yarra-valley/race/2/speed-data,outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetLayoutForRoute_8712334793ff1a677f.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetLayoutForRoute_ce12f0b2b8bd1e3322.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetRaceEntryBadges_CD_142d60ac572e8c5570.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetRaceEntryBadges_CD_a99c2a57ae850ebf1e.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_15e85f263e57e1ee83.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_27e917d5b3e741d79f.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_2a8cf7a32706164a67.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_34f23e547b3e81e205.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_69e0d0909eade7fb91.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_7112159390c8a0cacd.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_81b2597ad65838bf7a.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_867cf78504b61c2b3c.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_c314074a0354e3fc67.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_ce411631f8c7a9418b.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_d69be117a14003f0cb.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_e2c8d600d035f6afea.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_e4147b7ce31f1a629c.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_3f0988654ccdcf3ceb.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_b22fd66c50fd486356.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_f4679ab54e24c2b53f.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_f81c50de0473f80d25.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceNumberList_CD_22f1ac3d3c43cb50f7.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceNumberList_CD_c9959cfb5a64456707.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceResults_CD_9e8bd09feb77ffbc32.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceResults_CD_b7940142336a611415.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_488f59a2828abd88a8.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_75195563696dcc2d99.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_82c292aac592817b85.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_8cddea0820e1d62e09.json,2026-03-15_YARRAVALLEY_R2 | GetLayoutForRoute | GetRaceEntryBadges_CD | getHorseProfile | getMeeting_CD | getRaceNumberList_CD | getRaceResults_CD,,,outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetLayoutForRoute_8712334793ff1a677f.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetLayoutForRoute_ce12f0b2b8bd1e3322.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetRaceEntryBadges_CD_142d60ac572e8c5570.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/GetRaceEntryBadges_CD_a99c2a57ae850ebf1e.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_15e85f263e57e1ee83.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_27e917d5b3e741d79f.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_2a8cf7a32706164a67.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_34f23e547b3e81e205.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_69e0d0909eade7fb91.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_7112159390c8a0cacd.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_81b2597ad65838bf7a.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_867cf78504b61c2b3c.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_c314074a0354e3fc67.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_ce411631f8c7a9418b.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_d69be117a14003f0cb.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_e2c8d600d035f6afea.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getHorseProfile_e4147b7ce31f1a629c.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_3f0988654ccdcf3ceb.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_b22fd66c50fd486356.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_f4679ab54e24c2b53f.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getMeeting_CD_f81c50de0473f80d25.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceNumberList_CD_22f1ac3d3c43cb50f7.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceNumberList_CD_c9959cfb5a64456707.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceResults_CD_9e8bd09feb77ffbc32.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/getRaceResults_CD_b7940142336a611415.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_488f59a2828abd88a8.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_75195563696dcc2d99.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_82c292aac592817b85.json | outputs/sectionals/raw/VIC/racingcom_completed_payloads/response_8cddea0820e1d62e09.json,,200,YES,COMPLETED_PAYLOAD_OBSERVED,COMPLETED,NO,YES,YES,COMPLETED_PAYLOAD_SPEED_DATA_OBSERVED,Completed payload probe observed race identity and speed-data URL via operation getMeeting_CD; parse_hint=getMeeting_CD. || Completed payload probe observed race identity and speed-data URL via operation GetRaceEntryBadges_CD; parse_hint=GetRaceEntryBadges_CD|FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation GetLayoutForRoute; parse_hint=GetLayoutForRoute. || Completed payload probe observed race identity and speed-data URL via operation getRaceNumberList_CD; parse_hint=getRaceNumberList_CD|FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation UNKNOWN; parse_hint=NO_PARSE_HINT. || Completed payload probe observed race identity and speed-data URL via operation getRaceResults_CD; parse_hint=getRaceResults_CD|FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation getMeeting_CD; parse_hint=getMeeting_CD. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getHorseProfile; parse_hint=getHorseProfile. || Completed payload probe observed race identity and speed-data URL via operation getMeeting_CD; parse_hint=getMeeting_CD. || Completed payload probe observed race identity and speed-data URL via operation GetRaceEntryBadges_CD; parse_hint=GetRaceEntryBadges_CD|FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation GetLayoutForRoute; parse_hint=GetLayoutForRoute. || Completed payload probe observed race identity and speed-data URL via operation UNKNOWN; parse_hint=NO_PARSE_HINT. || Completed payload probe observed race identity and speed-data URL via operation getRaceNumberList_CD; parse_hint=getRaceNumberList_CD|FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation getRaceResults_CD; parse_hint=getRaceResults_CD|FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation UNKNOWN; parse_hint=FORM_RACE_ENTRIES. || Completed payload probe observed race identity and speed-data URL via operation getMeeting_CD; parse_hint=getMeeting_CD. || Completed payload probe observed race identity and speed-data URL via operation UNKNOWN; parse_hint=NO_PARSE_HINT.,2026-07-22T19:21:34+00:00,edgeiq_racingcom_race_discovery_v2_graphql_evidence_extension,YES
