race_key,race_date,track,race_number,race_time_seconds,runner_count,timing_source,is_timing_complete,is_complete_data,sectional_distances_json,split_distances_json,field_sectional_times_json,fastest_early_source,fastest_mid_source,fastest_late_source,fastest_peak_speed_source,fastest_average_speed_source,fastest_early_info_json,fastest_mid_info_json,fastest_late_info_json,fastest_peak_speed_info_json,fastest_average_speed_info_json,fastest_sectional_times_json,fastest_split_times_json,source_provider,source_page_url,source_payload_file,semantic_version,full_race_coverage_runner_count,partial_timing_window_runner_count,unresolved_coverage_runner_count
2026-05-30|CAULFIELD|R01,2026-05-30,Caulfield,1,73.6,8,TripleS,true,true,"[""1000m"",""800m"",""600m"",""400m"",""200m"",""FINISH""]","[""1200m-1000m"",""1000m-800m"",""800m-600m"",""600m-400m"",""400m-200m"",""200m-FINISH""]","[{""AvgSpeed"":0.0,""Distance"":""Last 1200m"",""Position"":0,""Time"":""1:13.60""},{""AvgSpeed"":0.0,""Distance"":""Last 1000m"",""Position"":0,""Time"":""1:01.54""},{""AvgSpeed"":0.0,""Distance"":""Last 800m"",""Position"":0,""Time"":""50.09""},{""AvgSpeed"":0.0,""Distance"":""Last 600m"",""Position"":0,""Time"":""38.12""},{""AvgSpeed"":0.0,""Distance"":""Last 400m"",""Position"":0,""Time"":""25.85""},{""AvgSpeed"":0.0,""Distance"":""Last 200m"",""Position"":0,""Time"":""14.19""}]",15.45,16.65,17.25,18.15,16.36,"{""FastestHorses"":[{""HorseName"":""Swift Force"",""RaceDistance"":1200,""RaceNumber"":2,""Speed"":16.82,""Time"":""1:12.60"",""TrackCondition"":""Heavy 8""}],""Rank"":56,""Speed"":15.45}","{""FastestHorses"":[{""HorseName"":""Choir Point"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":19.2,""Time"":""1:05.75"",""TrackCondition"":""Heavy 8""}],""Rank"":66,""Speed"":16.65}","{""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":17.99,""Time"":""1:05.54"",""TrackCondition"":""Heavy 8""}],""Rank"":17,""Speed"":17.25}","{""FastestHorses"":[{""HorseName"":""Choir Point"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":19.87,""Time"":""1:05.75"",""TrackCondition"":""Heavy 8""}],""Rank"":42,""Speed"":18.15}","{""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":17.13,""Time"":""1:05.54"",""TrackCondition"":""Heavy 8""}],""Rank"":36,""Speed"":16.36}","[{""Distance"":""1000m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""57.02"",""TrackCondition"":""Heavy 8""}],""Rank"":27,""Time"":""59.12""},{""Distance"":""800m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""45.86"",""TrackCondition"":""Heavy 8""}],""Rank"":23,""Time"":""47.64""},{""Distance"":""600m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""35.01"",""TrackCondition"":""Heavy 8""}],""Rank"":2,""Time"":""35.27""},{""Distance"":""400m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""23.28"",""TrackCondition"":""Heavy 8""}],""Rank"":2,""Time"":""23.33""},{""Distance"":""200m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""11.76"",""TrackCondition"":""Heavy 8""}],""Rank"":2,""Time"":""11.82""}]","[{""Distance"":""1200m-1000m"",""FastestHorses"":[{""HorseName"":""Bajaria"",""RaceDistance"":1400,""RaceNumber"":3,""Speed"":0.0,""Time"":""11.93"",""TrackCondition"":""Heavy 8""}],""Rank"":42,""Time"":""14.19""},{""Distance"":""1000m-800m"",""FastestHorses"":[{""HorseName"":""Bedtime Angel"",""RaceDistance"":1200,""RaceNumber"":2,""Speed"":0.0,""Time"":""10.39"",""TrackCondition"":""Heavy 8""}],""Rank"":41,""Time"":""11.48""},{""Distance"":""800m-600m"",""FastestHorses"":[{""HorseName"":""Choir Point"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":0.0,""Time"":""10.44"",""TrackCondition"":""Heavy 8""}],""Rank"":72,""Time"":""12.26""},{""Distance"":""600m-400m"",""FastestHorses"":[{""HorseName"":""Cannyworth"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":0.0,""Time"":""11.55"",""TrackCondition"":""Heavy 8""}],""Rank"":13,""Time"":""11.82""},{""Distance"":""400m-200m"",""FastestHorses"":[{""HorseName"":""Autumn Rainbow"",""RaceDistance"":1200,""RaceNumber"":1,""Speed"":0.0,""Time"":""11.35"",""TrackCondition"":""Heavy 8""}],""Rank"":1,""Time"":""11.35""},{""Distance"":""200m-FINISH"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""11.76"",""TrackCondition"":""Heavy 8""}],""Rank"":2,""Time"":""11.82""}]",RACING.COM,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1_1,8,0,0
2026-05-30|CAULFIELD|R02,2026-05-30,Caulfield,2,72.34,9,TripleS,true,true,"[""1000m"",""800m"",""600m"",""400m"",""200m"",""FINISH""]","[""1200m-1000m"",""1000m-800m"",""800m-600m"",""600m-400m"",""400m-200m"",""200m-FINISH""]","[{""AvgSpeed"":0.0,""Distance"":""Last 1200m"",""Position"":0,""Time"":""1:12.34""},{""AvgSpeed"":0.0,""Distance"":""Last 1000m"",""Position"":0,""Time"":""59.29""},{""AvgSpeed"":0.0,""Distance"":""Last 800m"",""Position"":0,""Time"":""46.60""},{""AvgSpeed"":0.0,""Distance"":""Last 600m"",""Position"":0,""Time"":""34.61""},{""AvgSpeed"":0.0,""Distance"":""Last 400m"",""Position"":0,""Time"":""23.81""},{""AvgSpeed"":0.0,""Distance"":""Last 200m"",""Position"":0,""Time"":""13.42""}]",16.82,18.19,17.22,19.62,16.75,"{""FastestHorses"":[{""HorseName"":""Swift Force"",""RaceDistance"":1200,""RaceNumber"":2,""Speed"":16.82,""Time"":""1:12.60"",""TrackCondition"":""Heavy 8""}],""Rank"":1,""Speed"":16.82}","{""FastestHorses"":[{""HorseName"":""Choir Point"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":19.2,""Time"":""1:05.75"",""TrackCondition"":""Heavy 8""}],""Rank"":16,""Speed"":18.19}","{""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":17.99,""Time"":""1:05.54"",""TrackCondition"":""Heavy 8""}],""Rank"":20,""Speed"":17.22}","{""FastestHorses"":[{""HorseName"":""Choir Point"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":19.87,""Time"":""1:05.75"",""TrackCondition"":""Heavy 8""}],""Rank"":3,""Speed"":19.62}","{""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":17.13,""Time"":""1:05.54"",""TrackCondition"":""Heavy 8""}],""Rank"":16,""Speed"":16.75}","[{""Distance"":""1000m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""57.02"",""TrackCondition"":""Heavy 8""}],""Rank"":10,""Time"":""57.98""},{""Distance"":""800m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""45.86"",""TrackCondition"":""Heavy 8""}],""Rank"":10,""Time"":""47.25""},{""Distance"":""600m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""35.01"",""TrackCondition"":""Heavy 8""}],""Rank"":25,""Time"":""36.25""},{""Distance"":""400m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""23.28"",""TrackCondition"":""Heavy 8""}],""Rank"":24,""Time"":""24.38""},{""Distance"":""200m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""11.76"",""TrackCondition"":""Heavy 8""}],""Rank"":32,""Time"":""12.64""}]","[{""Distance"":""1200m-1000m"",""FastestHorses"":[{""HorseName"":""Bajaria"",""RaceDistance"":1400,""RaceNumber"":3,""Speed"":0.0,""Time"":""11.93"",""TrackCondition"":""Heavy 8""}],""Rank"":23,""Time"":""13.42""},{""Distance"":""1000m-800m"",""FastestHorses"":[{""HorseName"":""Bedtime Angel"",""RaceDistance"":1200,""RaceNumber"":2,""Speed"":0.0,""Time"":""10.39"",""TrackCondition"":""Heavy 8""}],""Rank"":1,""Time"":""10.39""},{""Distance"":""800m-600m"",""FastestHorses"":[{""HorseName"":""Choir Point"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":0.0,""Time"":""10.44"",""TrackCondition"":""Heavy 8""}],""Rank"":3,""Time"":""10.67""},{""Distance"":""600m-400m"",""FastestHorses"":[{""HorseName"":""Cannyworth"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":0.0,""Time"":""11.55"",""TrackCondition"":""Heavy 8""}],""Rank"":4,""Time"":""11.71""},{""Distance"":""400m-200m"",""FastestHorses"":[{""HorseName"":""Autumn Rainbow"",""RaceDistance"":1200,""RaceNumber"":1,""Speed"":0.0,""Time"":""11.35"",""TrackCondition"":""Heavy 8""}],""Rank"":18,""Time"":""11.74""},{""Distance"":""200m-FINISH"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""11.76"",""TrackCondition"":""Heavy 8""}],""Rank"":32,""Time"":""12.64""}]",RACING.COM,https://www.racing.com/form/2026-05-30/caulfield/race/2/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_e6294bfdb2c56d4301.json,RACINGCOM_SPEED_SEMANTICS_V1_1,9,0,0
2026-05-30|CAULFIELD|R03,2026-05-30,Caulfield,3,86.51,8,TripleS,true,true,"[""1200m"",""1000m"",""800m"",""600m"",""400m"",""200m"",""FINISH""]","[""1400m-1200m"",""1200m-1000m"",""1000m-800m"",""800m-600m"",""600m-400m"",""400m-200m"",""200m-FINISH""]","[{""AvgSpeed"":0.0,""Distance"":""Last 1400m"",""Position"":0,""Time"":""1:26.51""},{""AvgSpeed"":0.0,""Distance"":""Last 1200m"",""Position"":0,""Time"":""1:14.41""},{""AvgSpeed"":0.0,""Distance"":""Last 1000m"",""Position"":0,""Time"":""1:02.56""},{""AvgSpeed"":0.0,""Distance"":""Last 800m"",""Position"":0,""Time"":""50.53""},{""AvgSpeed"":0.0,""Distance"":""Last 600m"",""Position"":0,""Time"":""38.80""},{""AvgSpeed"":0.0,""Distance"":""Last 400m"",""Position"":0,""Time"":""26.44""},{""AvgSpeed"":0.0,""Distance"":""Last 200m"",""Position"":0,""Time"":""14.44""}]",15.54,17.17,17.52,17.97,16.37,"{""FastestHorses"":[{""HorseName"":""Swift Force"",""RaceDistance"":1200,""RaceNumber"":2,""Speed"":16.82,""Time"":""1:12.60"",""TrackCondition"":""Heavy 8""}],""Rank"":52,""Speed"":15.54}","{""FastestHorses"":[{""HorseName"":""Choir Point"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":19.2,""Time"":""1:05.75"",""TrackCondition"":""Heavy 8""}],""Rank"":45,""Speed"":17.17}","{""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":17.99,""Time"":""1:05.54"",""TrackCondition"":""Heavy 8""}],""Rank"":7,""Speed"":17.52}","{""FastestHorses"":[{""HorseName"":""Choir Point"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":19.87,""Time"":""1:05.75"",""TrackCondition"":""Heavy 8""}],""Rank"":48,""Speed"":17.97}","{""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":17.13,""Time"":""1:05.54"",""TrackCondition"":""Heavy 8""}],""Rank"":34,""Speed"":16.37}","[{""Distance"":""1200m"",""FastestHorses"":[{""HorseName"":""Bajaria"",""RaceDistance"":1400,""RaceNumber"":3,""Speed"":0.0,""Time"":""1:11.72"",""TrackCondition"":""Heavy 8""}],""Rank"":1,""Time"":""1:11.72""},{""Distance"":""1000m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""57.02"",""TrackCondition"":""Heavy 8""}],""Rank"":40,""Time"":""59.79""},{""Distance"":""800m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""45.86"",""TrackCondition"":""Heavy 8""}],""Rank"":14,""Time"":""47.32""},{""Distance"":""600m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""35.01"",""TrackCondition"":""Heavy 8""}],""Rank"":5,""Time"":""35.54""},{""Distance"":""400m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""23.28"",""TrackCondition"":""Heavy 8""}],""Rank"":5,""Time"":""23.55""},{""Distance"":""200m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""11.76"",""TrackCondition"":""Heavy 8""}],""Rank"":3,""Time"":""11.84""}]","[{""Distance"":""1400m-1200m"",""FastestHorses"":[{""HorseName"":""Oraqua (GB)"",""RaceDistance"":1600,""RaceNumber"":4,""Speed"":0.0,""Time"":""11.82"",""TrackCondition"":""Heavy 8""}],""Rank"":24,""Time"":""14.44""},{""Distance"":""1200m-1000m"",""FastestHorses"":[{""HorseName"":""Bajaria"",""RaceDistance"":1400,""RaceNumber"":3,""Speed"":0.0,""Time"":""11.93"",""TrackCondition"":""Heavy 8""}],""Rank"":1,""Time"":""11.93""},{""Distance"":""1000m-800m"",""FastestHorses"":[{""HorseName"":""Bedtime Angel"",""RaceDistance"":1200,""RaceNumber"":2,""Speed"":0.0,""Time"":""10.39"",""TrackCondition"":""Heavy 8""}],""Rank"":49,""Time"":""12.05""},{""Distance"":""800m-600m"",""FastestHorses"":[{""HorseName"":""Choir Point"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":0.0,""Time"":""10.44"",""TrackCondition"":""Heavy 8""}],""Rank"":42,""Time"":""11.53""},{""Distance"":""600m-400m"",""FastestHorses"":[{""HorseName"":""Cannyworth"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":0.0,""Time"":""11.55"",""TrackCondition"":""Heavy 8""}],""Rank"":7,""Time"":""11.76""},{""Distance"":""400m-200m"",""FastestHorses"":[{""HorseName"":""Autumn Rainbow"",""RaceDistance"":1200,""RaceNumber"":1,""Speed"":0.0,""Time"":""11.35"",""TrackCondition"":""Heavy 8""}],""Rank"":7,""Time"":""11.62""},{""Distance"":""200m-FINISH"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""11.76"",""TrackCondition"":""Heavy 8""}],""Rank"":3,""Time"":""11.84""}]",RACING.COM,https://www.racing.com/form/2026-05-30/caulfield/race/3/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a15afedf76f227232c.json,RACINGCOM_SPEED_SEMANTICS_V1_1,8,0,0
2026-05-30|CAULFIELD|R04,2026-05-30,Caulfield,4,100.16,7,TripleS,true,true,"[""1400m"",""1200m"",""1000m"",""800m"",""600m"",""400m"",""200m"",""FINISH""]","[""1600m-1400m"",""1400m-1200m"",""1200m-1000m"",""1000m-800m"",""800m-600m"",""600m-400m"",""400m-200m"",""200m-FINISH""]","[{""AvgSpeed"":0.0,""Distance"":""Last 1600m"",""Position"":0,""Time"":""1:40.16""},{""AvgSpeed"":0.0,""Distance"":""Last 1400m"",""Position"":0,""Time"":""1:27.35""},{""AvgSpeed"":0.0,""Distance"":""Last 1200m"",""Position"":0,""Time"":""1:14.80""},{""AvgSpeed"":0.0,""Distance"":""Last 1000m"",""Position"":0,""Time"":""1:02.88""},{""AvgSpeed"":0.0,""Distance"":""Last 800m"",""Position"":0,""Time"":""50.69""},{""AvgSpeed"":0.0,""Distance"":""Last 600m"",""Position"":0,""Time"":""38.32""},{""AvgSpeed"":0.0,""Distance"":""Last 400m"",""Position"":0,""Time"":""26.26""},{""AvgSpeed"":0.0,""Distance"":""Last 200m"",""Position"":0,""Time"":""14.38""}]",15.92,16.85,17.02,17.57,16.16,"{""FastestHorses"":[{""HorseName"":""Swift Force"",""RaceDistance"":1200,""RaceNumber"":2,""Speed"":16.82,""Time"":""1:12.60"",""TrackCondition"":""Heavy 8""}],""Rank"":24,""Speed"":15.92}","{""FastestHorses"":[{""HorseName"":""Choir Point"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":19.2,""Time"":""1:05.75"",""TrackCondition"":""Heavy 8""}],""Rank"":57,""Speed"":16.85}","{""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":17.99,""Time"":""1:05.54"",""TrackCondition"":""Heavy 8""}],""Rank"":34,""Speed"":17.02}","{""FastestHorses"":[{""HorseName"":""Choir Point"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":19.87,""Time"":""1:05.75"",""TrackCondition"":""Heavy 8""}],""Rank"":64,""Speed"":17.57}","{""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":17.13,""Time"":""1:05.54"",""TrackCondition"":""Heavy 8""}],""Rank"":56,""Speed"":16.16}","[{""Distance"":""1400m"",""FastestHorses"":[{""HorseName"":""Jimmy The Bear"",""RaceDistance"":1600,""RaceNumber"":5,""Speed"":0.0,""Time"":""1:24.70"",""TrackCondition"":""Heavy 8""}],""Rank"":4,""Time"":""1:25.55""},{""Distance"":""1200m"",""FastestHorses"":[{""HorseName"":""Bajaria"",""RaceDistance"":1400,""RaceNumber"":3,""Speed"":0.0,""Time"":""1:11.72"",""TrackCondition"":""Heavy 8""}],""Rank"":12,""Time"":""1:13.42""},{""Distance"":""1000m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""57.02"",""TrackCondition"":""Heavy 8""}],""Rank"":65,""Time"":""1:01.00""},{""Distance"":""800m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""45.86"",""TrackCondition"":""Heavy 8""}],""Rank"":54,""Time"":""48.59""},{""Distance"":""600m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""35.01"",""TrackCondition"":""Heavy 8""}],""Rank"":39,""Time"":""36.71""},{""Distance"":""400m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""23.28"",""TrackCondition"":""Heavy 8""}],""Rank"":35,""Time"":""24.63""},{""Distance"":""200m"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""11.76"",""TrackCondition"":""Heavy 8""}],""Rank"":29,""Time"":""12.58""}]","[{""Distance"":""1600m-1400m"",""FastestHorses"":[{""HorseName"":""Makdane"",""RaceDistance"":2000,""RaceNumber"":6,""Speed"":0.0,""Time"":""12.90"",""TrackCondition"":""Heavy 8""}],""Rank"":10,""Time"":""14.38""},{""Distance"":""1400m-1200m"",""FastestHorses"":[{""HorseName"":""Oraqua (GB)"",""RaceDistance"":1600,""RaceNumber"":4,""Speed"":0.0,""Time"":""11.82"",""TrackCondition"":""Heavy 8""}],""Rank"":1,""Time"":""11.82""},{""Distance"":""1200m-1000m"",""FastestHorses"":[{""HorseName"":""Bajaria"",""RaceDistance"":1400,""RaceNumber"":3,""Speed"":0.0,""Time"":""11.93"",""TrackCondition"":""Heavy 8""}],""Rank"":5,""Time"":""12.06""},{""Distance"":""1000m-800m"",""FastestHorses"":[{""HorseName"":""Bedtime Angel"",""RaceDistance"":1200,""RaceNumber"":2,""Speed"":0.0,""Time"":""10.39"",""TrackCondition"":""Heavy 8""}],""Rank"":58,""Time"":""12.24""},{""Distance"":""800m-600m"",""FastestHorses"":[{""HorseName"":""Choir Point"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":0.0,""Time"":""10.44"",""TrackCondition"":""Heavy 8""}],""Rank"":57,""Time"":""11.88""},{""Distance"":""600m-400m"",""FastestHorses"":[{""HorseName"":""Cannyworth"",""RaceDistance"":1100,""RaceNumber"":7,""Speed"":0.0,""Time"":""11.55"",""TrackCondition"":""Heavy 8""}],""Rank"":26,""Time"":""11.92""},{""Distance"":""400m-200m"",""FastestHorses"":[{""HorseName"":""Autumn Rainbow"",""RaceDistance"":1200,""RaceNumber"":1,""Speed"":0.0,""Time"":""11.35"",""TrackCondition"":""Heavy 8""}],""Rank"":44,""Time"":""12.05""},{""Distance"":""200m-FINISH"",""FastestHorses"":[{""HorseName"":""Hearcomesthestar"",""RaceDistance"":1100,""RaceNumber"":8,""Speed"":0.0,""Time"":""11.76"",""TrackCondition"":""Heavy 8""}],""Rank"":29,""Time"":""12.58""}]",RACING.COM,https://www.racing.com/form/2026-05-30/caulfield/race/4/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_ef343c077d4b442633.json,RACINGCOM_SPEED_SEMANTICS_V1_1,7,0,0
