canonical_race_id,canonical_meeting_id,race_date,jurisdiction,result_status,timing_status,condition_status,speed_status,performance_base_status,normalisation_status,rating_status,publication_status,overall_lifecycle_status,first_discovered_at,last_checked_at,last_changed_at,result_source_hash,timing_source_hash,condition_source_hash,speed_source_hash,retry_eligible,next_retry_class,unresolved_reason,builder_version,contract_version,operation_run_id,transition_recorded_at
EIQD-FBF0AAFEA019B2A1A1230F6A,,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:34:26Z,2026-07-29T01:34:26Z,2026-07-29T01:34:26Z,,,,1a671d028317c5e10e4f571c93be10ece17e9cb34db4883f379059e8d53a9958,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-29-2026-07-29-4A1453D9DA,2026-07-29T01:34:26Z
EIQD-FCCD5563C45365E8787F4B09,EIQM-9BAB049320CE4394393E64F8,2026-07-29,AU,RESULT_PENDING,TIME_PENDING,RACE_LEVEL_OFFICIAL,SPEED_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:33:47Z,2026-07-29T01:34:26Z,2026-07-29T01:34:26Z,,,b6e224321dc37bd50f2ecf18b00aff9c3549e9f999a660d1c2f563964d54a497,,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;SPEED_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-29-2026-07-29-4A1453D9DA,2026-07-29T01:34:26Z
EIQD-76580BD7AE5C0C57F55A55D2,EIQM-9BAB049320CE4394393E64F8,2026-07-29,AU,RESULT_PENDING,TIME_PENDING,RACE_LEVEL_OFFICIAL,SPEED_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:33:47Z,2026-07-29T01:34:36Z,2026-07-29T01:34:36Z,,,9b5067fe70d55f5164f0757f9ef1db0149f2a7a5f79121adb86179bdf0854113,,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;SPEED_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-4AB8E414A0,2026-07-29T01:34:36Z
EIQD-89A788A980F1813AA2A36DA7,EIQM-9BAB049320CE4394393E64F8,2026-07-29,AU,RESULT_PENDING,TIME_PENDING,RACE_LEVEL_OFFICIAL,SPEED_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:33:47Z,2026-07-29T01:34:36Z,2026-07-29T01:34:36Z,,,12944c3592a2237fa82f9f22c1c494a830a5fcb15111a8486df5e3dbc9ce1f48,,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;SPEED_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-4AB8E414A0,2026-07-29T01:34:36Z
EIQD-B40F150CCA671567DD00DC66,EIQM-9BAB049320CE4394393E64F8,2026-07-29,AU,RESULT_PENDING,TIME_PENDING,RACE_LEVEL_OFFICIAL,SPEED_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:33:47Z,2026-07-29T01:34:36Z,2026-07-29T01:34:36Z,,,6f343d3efe41cc84239ada0c7d73ea2ad751462334953547b1e1900bf7a96b9b,,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;SPEED_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-4AB8E414A0,2026-07-29T01:34:36Z
EIQD-BA38430D73A837265A5C5299,EIQM-9BAB049320CE4394393E64F8,2026-07-29,AU,RESULT_PENDING,TIME_PENDING,RACE_LEVEL_OFFICIAL,SPEED_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:33:47Z,2026-07-29T01:34:36Z,2026-07-29T01:34:36Z,,,16b5c432e354640871735c3228b31c249e1025524efabf1934394d6e5d876df0,,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;SPEED_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-4AB8E414A0,2026-07-29T01:34:36Z
EIQD-C91219434C4EAB57CC92D79A,EIQM-9BAB049320CE4394393E64F8,2026-07-29,AU,RESULT_PENDING,TIME_PENDING,RACE_LEVEL_OFFICIAL,SPEED_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:33:47Z,2026-07-29T01:34:36Z,2026-07-29T01:34:36Z,,,362739480e45010ece664195d92605d943cf82c9067fc15b198f65b0a8a924c8,,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;SPEED_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-4AB8E414A0,2026-07-29T01:34:36Z
EIQD-D426470CF3E9BCF1CDFE1B79,EIQM-9BAB049320CE4394393E64F8,2026-07-29,AU,RESULT_PENDING,TIME_PENDING,RACE_LEVEL_OFFICIAL,SPEED_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:33:47Z,2026-07-29T01:34:36Z,2026-07-29T01:34:36Z,,,289bc5e8fbd83a6866f5fce9a6dec123cc89050890cfc64441116c63af4f6659,,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;SPEED_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-4AB8E414A0,2026-07-29T01:34:36Z
EIQD-E57169BB2AE87EA80A1379D0,EIQM-9BAB049320CE4394393E64F8,2026-07-29,AU,RESULT_PENDING,TIME_PENDING,RACE_LEVEL_OFFICIAL,SPEED_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:33:47Z,2026-07-29T01:34:36Z,2026-07-29T01:34:36Z,,,87e7e80792847b1ad37bd715ee64e7e5f2038c7a36b03a8ef7dc03d27f6f9ebd,,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;SPEED_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-4AB8E414A0,2026-07-29T01:34:36Z
EIQD-FCCD5563C45365E8787F4B09,EIQM-9BAB049320CE4394393E64F8,2026-07-29,AU,RESULT_PENDING,TIME_PENDING,RACE_LEVEL_OFFICIAL,SPEED_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:33:47Z,2026-07-29T01:34:36Z,2026-07-29T01:34:36Z,,,b6e224321dc37bd50f2ecf18b00aff9c3549e9f999a660d1c2f563964d54a497,,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;SPEED_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-4AB8E414A0,2026-07-29T01:34:36Z
EIQD-1BFF6200CF83E84CD399762B,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,5c3691116c2a5a1cf261dd56c3a7d150b354ea5934df362cebb5600f420bd528,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-B92E71AE25,2026-07-29T01:36:15Z
EIQD-501E672A45FB9A2FF99E1210,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,44fca757eca49f666d2f3fca361e52487169796c676a495ef9c12face29661de,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-B92E71AE25,2026-07-29T01:36:15Z
EIQD-595677658C8B1255C051E0E6,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,b120dbf2885d90ac7c6da7468fcd74679072c8c2ab15559e0e417b19033389f6,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-B92E71AE25,2026-07-29T01:36:15Z
EIQD-72203D3EA32E5111249F0123,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,e924477c9af4034283381e7f8674078cc55ce0e734ba336630754cc5750ecad7,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-B92E71AE25,2026-07-29T01:36:15Z
EIQD-76714D9C55FE8602F0C3179C,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,66bb2f4ddae232eb55622d2d65dd9dc507eb1008e91bbbe94a100f0f29e915b4,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-B92E71AE25,2026-07-29T01:36:15Z
EIQD-888970FBDDCADE66F7C4FF39,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,d5f682f21697b46f13d054161bedd4367a9ba61c02cc94f4dac2ba7703882f67,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-B92E71AE25,2026-07-29T01:36:15Z
EIQD-C65AE222B624F793CD1BE641,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,4d7e301acb6da52e48132568aa2837ed491cc9479f2511c61d50f1ed4b7c8f04,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-B92E71AE25,2026-07-29T01:36:15Z
EIQD-E2FBF289335458742CFDAD1B,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,687c7aefb3010fc972adfd2d129d3b0b1fb96197382bd7a78a05edcc05897cf0,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0,LIFECYCLE-2026-07-15-2026-07-28-B92E71AE25,2026-07-29T01:36:15Z
