race_entry_epi_component_id,race_entry_id,race_id,race_date,epi_component_code,component_source_fact_name,component_source_fact_id,component_source_value_field,component_source_evidence_sha256,raw_component_value,field_population_count,field_component_mean,field_component_population_standard_deviation,unbounded_normalised_component_value,capped_normalised_component_value,authorised_component_weight,weighted_component_value,epi_parameter_id,epi_component_normalisation_parameter_id,epi_component_publication_decision,epi_component_reconciliation_decision,epi_component_status,race_entry_epi_component_evidence_sha256,source_lineage,builder_version,contract_version,built_at_utc
REEC-CUR-AF236BE69D424EE74827F32B,99523121160,EIQD-681F212AA6AA39D5B3E39D91,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-AA6121202FE697CD2DB3FD2B,formMomentum,a642e2cda7735de78e32475a9023bb2dc95fa0be40cf8fd92b45b2ca1cb1bd30,-8.0,6,-1.116667,5.556803,-1.238722,-1.238722,0.500000,-0.619361,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,d57914829c9d70a7c705e1e666354a71375c2cd16bc10f2d1e5905f1be450020,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-4073FCEC479D960190CEBF86,99566348730,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-F7E3F87DBF2E4EA4D1DA979F,formMomentum,bf440b88ed5760d49e64a90a4ea9ee17d426c12956ad0801178a64a3035116b2,-8.0,8,2.000000,7.745967,-1.290994,-1.290994,0.500000,-0.645497,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,abbb7b7b083108d26618201121db563c3d0880a70b37667c57daeea13b5608e5,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-33E8444D78C6174561A8524D,99559860480,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-000913C90B017D2C6FFAEA95,formMomentum,db08405603fc8666c20d1057eabef02a541ec349277ff83b8f8f2a73978f272d,-8.0,8,2.000000,7.745967,-1.290994,-1.290994,0.500000,-0.645497,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,6b8a725e7206cfdc9f3fc4ba0ae938741df9575e3c35d0f113c5dd0d514c3054,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-C972A12EF67B728FDC8D461E,99567975540,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-BB5A3256FEDA900EE7FB0814,formMomentum,51fdfb40e43aa60f210ab62f3348af996868a044a1d312eb9ee33ee8dcb3f22e,8.0,8,2.000000,7.745967,0.774597,0.774597,0.500000,0.387298,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,faa83825ad789b32f2fff6e06a2a0f8889ed3b3f247958b85c306d12fe70dcb4,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-37822AAC96C03CBC495465F4,99568937700,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-9F676067422B2C2888313460,formMomentum,75fc6e7ffda0ce52fbca86b67b7da9717bc698495f76945ad5f47d52305ba98e,8.0,8,2.000000,7.745967,0.774597,0.774597,0.500000,0.387298,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,835f66b1f14e5832279853b0dddeefbea5af7665243ef43f83268cf4c8c59599,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-D4F4A9A45DED9788364D4EE0,99515208660,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-AB616D71FE35989A2E44D559,formMomentum,5122010b4b0cc40a89610d4b503f06aee126684ad940c5559efb7e9b20263151,-8.0,8,2.000000,7.745967,-1.290994,-1.290994,0.500000,-0.645497,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,93fb1400215af5ad9e72ea09737644561d0b0fb4e38527e0752f0d8287b34534,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-AC097D032279FAA4041A6299,99549884400,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-CE27EEE320972726FE09F685,formMomentum,b2ce588eea4440e01169e04330ce2aaad1fc5bc53b15b7b4dcc1e830606ffa2c,8.0,8,2.000000,7.745967,0.774597,0.774597,0.500000,0.387298,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,a5c3ec780c51b8857329084c7c4ff40cd8c15e3b72cb97bf90c7e2e0e9a01999,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-03F8CD4293B8177E42880D5C,99542680860,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-1FB30F7571CD56504F75AE09,formMomentum,5db67a17360ad6c3819d5bab8a22defd333a97625ec887da4489b2bd9f44b0f2,8.0,8,2.000000,7.745967,0.774597,0.774597,0.500000,0.387298,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,3c6635eb91a49696f56594e91cb0fe6647906ac63b6330c8c28f565ffee46dbe,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-8EDEC8D3425B7D4572469DCA,99529254930,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-538803C742553ADE138ECE7D,formMomentum,1682db622461edf069869eb837022599f606f4cf9891304479e806eccffa0812,8.0,8,2.000000,7.745967,0.774597,0.774597,0.500000,0.387298,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,6c82dab6fc62e119b654d9351858fbea20f33a3b28d2d7080a32ce4f60b61a3a,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-4E9817F59C17C53E57CE874B,99568184430,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-6A533180CBA7CBC0F3D1EB79,formMomentum,8be79898600335ea16a2c9acbedd5a65e997ad09d17032fae534a81261a36395,-8.0,9,-0.366667,7.133333,-1.070093,-1.070093,0.500000,-0.535047,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,30a36c3a8e7b09f62e8f9b0e2b1a8afbed8c9ba864a6e2faab1b3fcdf3aea6b1,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-F31A9C59ADBD6C3DCC69E1F4,99554973720,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-8E9CA0178E3C25F57EDADFDE,formMomentum,321cede0048c9e131bfddfc201df0125c8a29a51d2ef47048b3af77f4db543cf,2.1,9,-0.366667,7.133333,0.345794,0.345794,0.500000,0.172897,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,01b01f4acc0d816cffb80832e013aa04c56d1d5def7d414ce97dce92d5c76a66,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-30DC0537E5FD9CCCC5568CCC,99515474520,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-E30F9503AAB93DE94BE20E96,formMomentum,1cfb0b7cd96fde533065148756f2b0f2e472ea9c047ffa5ca1e3c9096f82276b,-8.0,9,-0.366667,7.133333,-1.070093,-1.070093,0.500000,-0.535047,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,f6aa145e0760c8a8157b96733affb7efc8df47d53ed8504bd8e240cfd93562d8,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-3C162A8C65DB87B066C3B532,99564633300,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-6F9AFFEB71B7BA45D5AE10A0,formMomentum,89f358eb6d108bf42755cd8a51063dd3a0769171c388e023df9d27368200b783,8.0,9,-0.366667,7.133333,1.172897,1.172897,0.500000,0.586449,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,bcadbae7347582fa9265e6eec26d52e4bd85cc4ee3aedfeaf30ce494033e0acb,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-1DDB73519C8C881F0875C65C,99558391920,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-FD5DB836BD2A772A518833C1,formMomentum,78a1b6d40262643f8f8d41a63ce5dc3a4b67bf86358db690837c9eee20b7667e,8.0,9,-0.366667,7.133333,1.172897,1.172897,0.500000,0.586449,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,65d94258523a80b9be3d1c4b4ce1a511ce06923f5877fc190cadf1f55f7d0427,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-352C31265DC5AA7F7F02C81F,99476412090,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-767AAE90C21A4B5489DE597F,formMomentum,9ee3aab001c12fa50dc34fca974d02727393d578b1316cc3141bacc50317609e,-8.0,9,-0.366667,7.133333,-1.070093,-1.070093,0.500000,-0.535047,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,999888f6d8587aab7370d77e1cab2813b09441a6858cb682785a63059c71fac6,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-F6EC9E21FC741137353AB04F,99537287700,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-1E53CB4FF9F200543F3FD697,formMomentum,a85820142cce9a491943d6548faa3be7571757ac4452be448b897a409d6631a9,8.0,9,-0.366667,7.133333,1.172897,1.172897,0.500000,0.586449,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,9b094cf3a8b4a2567ec86cf8a73755e0451c903800f3c6d0e60679f858e2571f,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-AE67E9553E1628116EF3AAEB,99567177960,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-4E4908FFF19AA95EDB89D452,formMomentum,4044a0d400417a4e8d0619c2caca4e35a24addb73fdb54fbd35f60c6710951fb,2.6,9,-0.366667,7.133333,0.415888,0.415888,0.500000,0.207944,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,e08b4d3b0aa8d9949936bedb7e09aa90d14f474dc48c1c7c43b9d9df22756108,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-8901F73B6383123DBD5D946C,99561449310,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-2E54246F6166735865510233,formMomentum,11316f462fc0d3749b14bd141987bc5e3e4138c685d599095d9bd2834a97d0ed,-8.0,9,-0.366667,7.133333,-1.070093,-1.070093,0.500000,-0.535047,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,92cafcca7a1de6cacddfb4538580604a647f226a18220969280b6eb17f7d6b21,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-945DD40D35C65D780BE9EEFA,99541687050,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-E7EA8A66E7700D4FC77B36EA,formMomentum,094ea721f6667ff76a903c6c03f59e2c34cc9837641175d0ab3c1a349e1dc6c2,8.0,13,3.246154,5.489517,0.865986,0.865986,0.500000,0.432993,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,bdda131281eaf550ce030f9daa5ed97e01294ae38d0c32300ca85fab257d33b3,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-155BE0A32F2D0E2F93FE40BF,99559088220,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-0865C1D4F682A5984947D4ED,formMomentum,30ad72f2b7cc058abaeba565432d5675d5cfb25742a7923c6a288bedd18c5d2d,-8.0,13,3.246154,5.489517,-2.048660,-2.048660,0.500000,-1.024330,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,62df7a220d885e9484e28c7f7c4c40f669fc7e0d4a0f8f1b56fd6bd62f6aed99,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-C9F3C8E207E0746E5EC5A0F8,99566000580,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-1891CD76531F9B21795C78C0,formMomentum,1dbb6ae53521d9a7032b350bd11fded0c9b5dc0df1fea8dcad3b470be62b364b,8.0,13,3.246154,5.489517,0.865986,0.865986,0.500000,0.432993,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,2cc1e6fcdd7f548760fd86eada676496f7d60c4792f1189767d3b39d76334a94,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-8024EC6A31E3CBE742BED7CC,99555467460,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-B9603B3004E9A08DB2075A7C,formMomentum,9ab6e68ab84a1192d2ba441f5b129504231135041700f2e1829a2bf80625ae16,-0.8,13,3.246154,5.489517,-0.737069,-0.737069,0.500000,-0.368535,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,0fc579c622f6c1af85a9c7146ce628b78355b40eb8ca82e0e593d892de5057f3,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-3A4B7AD177CF68E66543854B,99500681310,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-5F8BF28EEAD5DE8649A053DB,formMomentum,786bad54b54a144153fcf4fcc4aad610b1af9615de2982540b7b756c8277ee8d,-1.8,13,3.246154,5.489517,-0.919235,-0.919235,0.500000,-0.459617,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,d6b9f8ba2b1055bd3b200d806aa3515977767b5b075605d93e0320944b5e3a0d,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-CAC68E82809506F390B32776,99500687640,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-C398ACFE48D50737A9807FC7,formMomentum,9dc7e0b0af9aec23963a2772d076d845d368f5b58543d2ed377ac0202ec21aca,8.0,13,3.246154,5.489517,0.865986,0.865986,0.500000,0.432993,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,58787c60062902a1e56f99686b5145fc306033b02bd1aff7713d8fb208f81295,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-5CA33B37C3615E1E2CAE2596,99490350750,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-DC00A39CBE72D92771B3DA89,formMomentum,6fdac0af46fd545f8ed6e3cd6b34718e02ee0404068507e8781eda0dd9f05401,-1.9,13,3.246154,5.489517,-0.937451,-0.937451,0.500000,-0.468726,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,da9bd6d44bd2c373ce68f63e4c7af0b76e0c21b1f8e8c3b40421599183c7ed81,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-FE2EC57AE899CD81673B8C25,99567633720,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-460A7CA8A3EA87EE65D9038E,formMomentum,ee4fd2dc2dd3d64d39eb79c28e84bf87324d0a7cdb6f10e24c857e026314758c,1.4,13,3.246154,5.489517,-0.336305,-0.336305,0.500000,-0.168153,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,89f739802127431a7f8a842b54aa4d08ed798f6968d14b3392d8ff66a27ef517,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-5BAF0B5BD23670D621FFD956,99564956130,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-DBA28E15C4C21FB8D35C1422,formMomentum,4cca20b43a73255d01af4c6283f7e7d004df400b7d24179ed25f507a70afac9e,8.0,13,3.246154,5.489517,0.865986,0.865986,0.500000,0.432993,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,bd7c12a56212553e5d2eec65aeac772ab987104200627a6becfe7ef73f81710a,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-7FBC9BC3725E647B8F58DA60,99569906190,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-80E531BC65058BA372934F1F,formMomentum,7998cc250f1717c8fa4168e7134e3f98b434e20a78347482eb183012c9ff5d59,8.0,13,3.246154,5.489517,0.865986,0.865986,0.500000,0.432993,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,e6a2b0d10e2bbe474e3d58fed9c30a8bf2ce8af80731cdc74d3d1006d1591143,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-4C675FA4945E08E57E58D2DA,99515158020,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-D74C67AF751B41829339028B,formMomentum,5ba413ebc1539d31a2b4eaa855e714b484306e9f83f991aa88e3eafa1647e168,8.0,13,3.246154,5.489517,0.865986,0.865986,0.500000,0.432993,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,885f6e4a4768da1c05c7c2188aba270653e515e504a28a7ef81ca1102ddc8230,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
