race_entry_epi_component_id,race_entry_id,race_id,race_date,epi_component_code,component_source_fact_name,component_source_fact_id,component_source_value_field,component_source_evidence_sha256,raw_component_value,field_population_count,field_component_mean,field_component_population_standard_deviation,unbounded_normalised_component_value,capped_normalised_component_value,authorised_component_weight,weighted_component_value,epi_parameter_id,epi_component_normalisation_parameter_id,epi_component_publication_decision,epi_component_reconciliation_decision,epi_component_status,race_entry_epi_component_evidence_sha256,source_lineage,builder_version,contract_version,built_at_utc
REEC-CUR-73F43F46326B9E074E1F2544,99550023660,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-0F2D0C2A069529372A3E6DBA,formMomentum,7581757650dba555081fb8d22ce4be7a4d38d595fbcd60dc24cf6d39abe3f5dc,8.0,13,3.246154,5.489517,0.865986,0.865986,0.500000,0.432993,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,040f2961cefaa4722b15d265143510baeaaaa1c239bf91ce6bf964a09b426433,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-8B4008E4050F2FB1852F8D56,99533128890,EIQD-58926116CE3730E5DB18A856,2026-07-26,HISTORICAL_PERFORMANCE,edgeiq_form_guide_enriched_v2,REPP-CUR-149DDC21CF127475B9D88056,formMomentum,37d56a986710f0e1831117a92df36944e921df0518dea3848e6a286f527638bf,-2.7,13,3.246154,5.489517,-1.083184,-1.083184,0.500000,-0.541592,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,52fccd0811a2ff2e753509eee8ad6dc12676a42af55e53d6fac583664c8c765d,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-DC765C2AE4868F01510C5C8A,99524602380,EIQD-DDBEBDD438E1E95BF9FCC89E,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-417ECFAE3702E1C046D8CB77,suitability,5e61b079c9abb172912c789d3b42a319b323a94d546892d3726a47d0b86ec0fa,49.8,5,53.140000,2.788261,-1.197879,-1.197879,0.300000,-0.359364,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,403f19c5c9d11369a2b72edc25bf7d16864e7f3f1504febe3b742389bba00c73,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-03E3E967A68D48A656625134,99548453820,EIQD-DDBEBDD438E1E95BF9FCC89E,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-BB82186F1F8AB5139C548E3D,suitability,67effae1bdbb2b1c1abd7939c00296255f9c41883a35e8cf1d8ec5f6410cf0a4,54.9,5,53.140000,2.788261,0.631218,0.631218,0.300000,0.189365,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,a80691c0c799d332b50f06d869cc79062bffc0453606fad67397c754486333b7,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-702F215746AB34F9BB8BA661,99552973440,EIQD-DDBEBDD438E1E95BF9FCC89E,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-93346F977ECC756826E43E70,suitability,55e24b5a4c8cba35ddaa8e404c1c09cb092a871484ced833ddf812902b83afdf,57.4,5,53.140000,2.788261,1.527834,1.527834,0.300000,0.458350,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,1db84baf0f21d7ad35d7194f19862951979c6c9500dd64b678c0ffa38826dbad,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-83D9F2D1DBAB0C3274A584F4,99561620220,EIQD-DDBEBDD438E1E95BF9FCC89E,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-ED8105C7E07EB5CB41322E83,suitability,54982cda35d57e9a1295d01867d1da35109f7b2b029a6ab60d6dcd6e3c8e39a4,50.6,5,53.140000,2.788261,-0.910962,-0.910962,0.300000,-0.273289,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,81a03369612c3fbd9ce1005d764c860a3bfade4075515283bfd06548f5ee487e,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-28E399707EDB3BA81BAC8D44,99563360970,EIQD-DDBEBDD438E1E95BF9FCC89E,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-E1324D2257DAA599A7BA3AE6,suitability,e8cdf44349ab9325d9ab0a501128352f0ab07b4bfcefce1f1de26c0cf39c4c21,53.0,5,53.140000,2.788261,-0.050211,-0.050211,0.300000,-0.015063,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,c840252e27748632a33d7e863abe6e688dce753062cfd1c18e1387a6ad3d4cee,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-7B9F25965E50845F3E1DD6DC,99569893530,EIQD-EB9F8134D5BF682C7A99C9D3,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-28571844F1E234A62463414F,suitability,8777e5f4bdb4bdd2f581b660615ee1cc72736c4d360b09fb5904bdff7f02f6d6,52.6,6,52.333333,2.314927,0.115194,0.115194,0.300000,0.034558,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,a6ccfc4ba42ce8699674d43a577a9d752584bacbc28615769088da5406ace0a4,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-47185B346220FA25EF78310A,99564437070,EIQD-EB9F8134D5BF682C7A99C9D3,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-F81472FFC18277F1C1BDDC17,suitability,649b4ab68d5d91bcbf8d285938b41005436383fcf04a8ffae1ec2688687e1eaf,53.2,6,52.333333,2.314927,0.374382,0.374382,0.300000,0.112315,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,f42042d8741a7dc81902dbb1f02b56eea1e6bd01fb51a509273bb11abe9bfccb,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-C3DE6CCF75426D656CF8255F,99517158300,EIQD-EB9F8134D5BF682C7A99C9D3,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-8163069B86F66E61DE4D7597,suitability,2ef1cde0f9c48fe70ae2734d5a8b92e9dc43f765168f82fd8944b87f06e09262,48.9,6,52.333333,2.314927,-1.483128,-1.483128,0.300000,-0.444938,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,385b2791c45d8907daf8fd8fc66be9b89153eee0abc7a1ab5eec1841d8861abb,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-3429CBEDE5BB167AB3D2F351,99560892270,EIQD-EB9F8134D5BF682C7A99C9D3,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-5069C5C7AC34DF0220AEFA32,suitability,f2979ec062c9c643fe32122b8c9ea158d29dfbb1e475cdc423734ce3ce4b4528,50.6,6,52.333333,2.314927,-0.748764,-0.748764,0.300000,-0.224629,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,b6ae825f711986466ae57190f6f5fc85529f48a32a08f7cbbc46a7bcd4a5699c,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-EF2DDF9FFD27452D9CF67E2F,99529248600,EIQD-EB9F8134D5BF682C7A99C9D3,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-6636CB4E2CB48CBB93BAF73D,suitability,31b789176cdf201259265a923f3c5570bfc60574be59b39394d9ce6ba0fb5ac9,52.3,6,52.333333,2.314927,-0.014399,-0.014399,0.300000,-0.004320,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,c463b1e295335d6fde3637a7e17a8c6cd8628ab11239a324d976322793b44e43,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-5698831718B27209452F4E86,99568159110,EIQD-EB9F8134D5BF682C7A99C9D3,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-4A55C84114D7A2F177CBDA11,suitability,725d1d2cd55ca7a0b655b768adf6f9f606891970490906dc82ca99c86dcd95f6,56.4,6,52.333333,2.314927,1.756715,1.756715,0.300000,0.527014,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,4eb9cf7437ea79bbf45eba5e46b95e67a307428e7106b7962e298e39acb90ec8,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-4F70D44130DC92833E3D1E62,99528640920,EIQD-C37EA5A90D5C022617026D89,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-D852EAC2D6468C290F0F1B3C,suitability,f0bfe2587938937ec8bb237bad55eea0c403246a8844709560bf655283fd8040,52.4,4,48.750000,2.434646,1.499191,1.499191,0.300000,0.449757,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,24d90b9e8d212708c51ae019c0a322c823b50a2d55fc61e78ea156d4f4242245,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-DA2754319CD6EF8B62DAD534,99539117070,EIQD-C37EA5A90D5C022617026D89,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-45C551AC6A93FBFDB50F043F,suitability,7fe083978d7dfe5df6157505d368ede6d8026a19a2a45b2d2642675bc529fb40,49.4,4,48.750000,2.434646,0.266979,0.266979,0.300000,0.080094,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,613ef183540c706c7832b0167a848a0456ed837004ea41ecc3cc1b258ca0b7e4,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-9765FA5557952434A11D9F52,99524001030,EIQD-C37EA5A90D5C022617026D89,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-9F423D8DD9E8EDDFAF73D35C,suitability,0680eac377e54a789d1e7f7504ccd0d26dfbf2426f32b7ec48f05991442f8909,46.0,4,48.750000,2.434646,-1.129528,-1.129528,0.300000,-0.338858,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,866bd26be1009600a37e165fe676d116f42e45364fbeabc5f2013568c9a26652,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-A4F721410C5B7DB281C0AC95,99509910450,EIQD-C37EA5A90D5C022617026D89,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-830F45A71D6F1D643AB899B0,suitability,e883946f2eba2f36ace77c6fe0788ce2fb7c9285d561f37a74163e4e75ac3797,47.2,4,48.750000,2.434646,-0.636643,-0.636643,0.300000,-0.190993,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,5f544ad4f8a3b4b9db194159a5704a818ee7582a298a91529b9a6b39d392569b,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-34CA9FD915BD5D13E644DA4E,99533413740,EIQD-681F212AA6AA39D5B3E39D91,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-21465D010F3CB2115211DFE6,suitability,0057e9c4dfadcd359e9ffb95b41fd68bc94c0aa28f4a5319dec1fbfef72bef41,53.8,6,58.716667,5.657861,-0.868997,-0.868997,0.300000,-0.260699,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,c1560ea4181e14651435bd34f2325720edfe596352b3c74cea4d7b0e9a053071,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-2515EB618DC1C4409CF3D38F,99561139140,EIQD-681F212AA6AA39D5B3E39D91,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-0BDBA88EA53F1B1696A529D1,suitability,1d65ebe1f2fa967e078d58b765a1151e37cbf8b8850a7668e0177c3b1a669afd,58.0,6,58.716667,5.657861,-0.126667,-0.126667,0.300000,-0.038000,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,99a34fda9fdbd7a69b79458bd996dad48f4d37062039750e80619bfc5efd4f05,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-D64F63C1898A812DD241FB7F,99557518380,EIQD-681F212AA6AA39D5B3E39D91,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-5D458DD2869D012A8564C4E1,suitability,624c827518881ef49321d70caaf44c545fdeab6a332c1338d59a1ffa91037fd7,62.3,6,58.716667,5.657861,0.633337,0.633337,0.300000,0.190001,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,25b709c7ccf441682fe6248f6ff966c7b7bc80268138ce8ab6ca03b60a1facba,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-5465D1B1E2EB2B9C5D7FBF43,99565804350,EIQD-681F212AA6AA39D5B3E39D91,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-FE8DC4D18FC49AF8C86C8C30,suitability,5441deb8f0efe023087c84816feb71d720889bd659c33b25f432780235587fdc,69.3,6,58.716667,5.657861,1.870554,1.870554,0.300000,0.561166,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,c0c8d6204b4b50b01ab0c59892dcdca226c4f1165236492e661b6a9439d32d52,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-BC6020A5F6A8AB59F69D54C3,99558398250,EIQD-681F212AA6AA39D5B3E39D91,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-2D05B6A6B9072A209F8F181C,suitability,d0e45618a7d02d721490eda2cc64fa6fb41619a54d1844bfe22085f53f3b8a83,52.7,6,58.716667,5.657861,-1.063417,-1.063417,0.300000,-0.319025,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,e5c4924e9e5183af7056600d77f9951912c9d9e1a0ef0287f627da22cbb07070,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-38DBD10861C48E15CCB087DA,99523121160,EIQD-681F212AA6AA39D5B3E39D91,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-8BF831F6CE1E8EE8706C308D,suitability,c2e96c1a14577b5658522296b02819d5c8c4dd090875b96dc5fe6b5df0f9a139,56.2,6,58.716667,5.657861,-0.444809,-0.444809,0.300000,-0.133443,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,cab5f67d993bf4147bfa67e59b0b06ce3bb387f767388854e7f87d746b813e1c,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-2C5601C2E3C672D03A74974C,99566348730,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-EEC41B51FAD742AE0C1D0B06,suitability,d000ee2f2a4cb24e060800c2c5432e9382a57fa0b88090bb6a961d1d751220b1,74.1,8,57.675000,6.541550,2.510873,2.510873,0.300000,0.753262,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,c936355ad8c19ec53130b9a4b6a43ffb0460ca7ab0b9bd45d3400adc2395933f,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-1293ECF444FC3002D4EE6621,99559860480,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-69674A4BE149083532A4CC7F,suitability,0445bfccafe55b4ecf3571ef36d6c57235fb28b7a3b0fea2ea57e66775876798,50.6,8,57.675000,6.541550,-1.081548,-1.081548,0.300000,-0.324464,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,dceba5ee3b65e5797da4d5984e6cb145a6e00842374f4dcde3c69a2cc92821dd,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-91BB6A808F20CC2AF32BFC91,99567975540,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-0C329968B4C67E4A23D12F0A,suitability,7a62c4b960a5e17e8b767c2da9131e5b00bda0772fa05c69419b0ec148378ffe,55.5,8,57.675000,6.541550,-0.332490,-0.332490,0.300000,-0.099747,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,9559e46931c7ac17a809986a186f57a58be919c29018305aa4163ee62b9fbd8c,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-891A8E91BD41E62056A29B5B,99568937700,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-C7B3BFA5CC8003D7D37DD045,suitability,bd016efd95619f55cbdedee202519c309518df9666eb1a7f94b796a36305898f,54.6,8,57.675000,6.541550,-0.470072,-0.470072,0.300000,-0.141022,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,585babc3456d76d0c00b8970c74766f69efe0b386acd8608931fff1195f8053d,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-B3254236310A957A656E50B8,99515208660,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-71E04CD422928EA66A5B52E2,suitability,c99b47df9a3e66f49cd068f806bdeed0d85f3a531b814004afbd2a980613d7bf,58.1,8,57.675000,6.541550,0.064969,0.064969,0.300000,0.019491,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,e8b8796d330b8cbc3e445fa8cdb3b40f99c86666b344a0f5b81d601784df0b29,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-273527F64C9D72BC5BFE4347,99549884400,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-9A9B89B39DE5AA0AE3603468,suitability,e19ea694c37a7a79edfb94de6c9d3bf0ad461ec0684a2e87d00771b92fa000b3,55.3,8,57.675000,6.541550,-0.363064,-0.363064,0.300000,-0.108919,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,1e988b93592511b6f74fef24f88c1dbd151acde6031c176a0c2aa6c0d9ae1911,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
