horse_performance_aggregation_parameter_id,aggregation_method,maximum_observations,lookback_days,minimum_observations,recency_weighting_method,recency_half_life_days,aggregation_model_version,parameter_status,effective_from_date,effective_to_date,evidence_reference,source_evidence_sha256,parameter_evidence_sha256,builder_version,contract_version,built_at_utc
HPAP1-4F0DC9995DC926243F99E771,WEIGHTED_ARITHMETIC_MEAN,20,730,5,EXPONENTIAL_HALF_LIFE,120.000000,HPR-AGG-B-v1,AVAILABLE,2026-07-20,,C:/Users/trent/OneDrive/Documents/EDGEIQ_PLATFORM/docs/performance-intelligence/horse-performance-rating/method-governance/EDGEIQ_HORSE_RATING_METHODOLOGY_OWNER_APPROVAL_V1.md,e238c47df084870bb9c9b240961c8e679172c5c7227c088eb1dcd2f41faaff46,9f22fe1bb4f3e88f66f5d9cfc29f4ea5b88d7c8ac8a8556e8003267f428c46de,edgeiq_horse_performance_aggregation_parameter_fact_v1.0.0,1.0.0,2026-07-23T02:57:53Z
