race_entry_projected_performance_id,race_entry_suitability_aggregate_id,race_entry_context_adjusted_performance_id,race_entry_context_adjustment_id,race_entry_context_parameter_selection_id,race_entry_context_eligibility_id,race_entry_performance_context_id,race_entry_id,race_id,race_date,runner_id,canonical_horse_id,canonical_horse_name,historical_rating_value,context_parameter_id,total_context_adjustment,aggregate_suitability_value,context_adjusted_performance_value,projected_performance_value,projected_performance_delta_from_historical,projected_performance_publication_decision,projected_performance_reconciliation_decision,race_entry_projected_performance_status,source_adjusted_performance_evidence_sha256,source_suitability_aggregate_evidence_sha256,race_entry_projected_performance_evidence_sha256,source_adjusted_performance_builder_version,source_suitability_aggregate_builder_version,builder_version,contract_version,built_at_utc
REPP-CUR-AA6121202FE697CD2DB3FD2B,RESA-CUR-8BF831F6CE1E8EE8706C308D,,,,,,99523121160,EIQD-681F212AA6AA39D5B3E39D91,2026-07-26,RCOM_HORSE_5031614,RCOM_HORSE_5031614,MR EXCLUSIVE,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,56.2,-8.0,-8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,e9b4d9c03c9c7e7d3a6c125c3191a32731d8940d341c195516e056d112e91bef,27906e2bc5ef13e14543cbe1c28abdf8a51c1f50ef83b418eb548bfd61575b33,e9b4d9c03c9c7e7d3a6c125c3191a32731d8940d341c195516e056d112e91bef,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-F7E3F87DBF2E4EA4D1DA979F,RESA-CUR-EEC41B51FAD742AE0C1D0B06,,,,,,99566348730,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5373412,RCOM_HORSE_5373412,MAINMANKASH,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,74.1,-8.0,-8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,2d194351e9bc025f53e628b5016a5317daa5d49bc14384a7af50b53ae650d4d8,73f80f278ca2a39868c0e6227b8fe3729c75ad1bf766f00414fafbaae8e662f5,2d194351e9bc025f53e628b5016a5317daa5d49bc14384a7af50b53ae650d4d8,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-000913C90B017D2C6FFAEA95,RESA-CUR-69674A4BE149083532A4CC7F,,,,,,99559860480,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5329920,RCOM_HORSE_5329920,MISLIGHT,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,50.6,-8.0,-8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,e74069d43686d90f06281343a9388fa3475a0d9721bdf76011a5698d453f0da4,d7be2b8ac845a4e23740cfeb1d18adf9f51ee116ac9cd89745301eea847942bf,e74069d43686d90f06281343a9388fa3475a0d9721bdf76011a5698d453f0da4,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-BB5A3256FEDA900EE7FB0814,RESA-CUR-0C329968B4C67E4A23D12F0A,,,,,,99567975540,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5353385,RCOM_HORSE_5353385,INVINCIBLE AMOUR,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,55.5,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,47ae5d5f465cdabec36f46a71ef502a07b042dbd7a03d23e69df6a154256bd4d,862433fea56ff9e141e44d2e28854879085fd4d0f9f228df0358f8b580843955,47ae5d5f465cdabec36f46a71ef502a07b042dbd7a03d23e69df6a154256bd4d,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-9F676067422B2C2888313460,RESA-CUR-C7B3BFA5CC8003D7D37DD045,,,,,,99568937700,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5295924,RCOM_HORSE_5295924,MIDNIGHT DEVIL,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,54.6,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,8f136c8f8c24744c2ae4f6edc14e213a4c2096bbbf3a449d7e00e8920a252756,b6fe95e130bbf010fc5bf05d1190f69724fb989bd452811d5a90f2704e7fd6c5,8f136c8f8c24744c2ae4f6edc14e213a4c2096bbbf3a449d7e00e8920a252756,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-AB616D71FE35989A2E44D559,RESA-CUR-71E04CD422928EA66A5B52E2,,,,,,99515208660,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5251869,RCOM_HORSE_5251869,MAGIC DRUM,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,58.1,-8.0,-8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,a1ad4548a67cb47d41697498733507e3e80231fb6343d75012af9d0eea46fed7,ec1d9bd94a05a944f805aa3ddb66bf5abc9e3b4b0f022dfe2e076fe7b817c293,a1ad4548a67cb47d41697498733507e3e80231fb6343d75012af9d0eea46fed7,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-CE27EEE320972726FE09F685,RESA-CUR-9A9B89B39DE5AA0AE3603468,,,,,,99549884400,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5320996,RCOM_HORSE_5320996,RUBY AVENUE,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,55.3,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,fc1c1f67537858b9dcf8372ab43bad31392e8bf3eac2e8ca10794fb556c3ec73,53e88da3535c0f6bde2d28e8f4887d566ce0358da94e9fd22b74adbb3213feb1,fc1c1f67537858b9dcf8372ab43bad31392e8bf3eac2e8ca10794fb556c3ec73,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-1FB30F7571CD56504F75AE09,RESA-CUR-BD7B15DE42D819DB33B03C2B,,,,,,99542680860,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5307301,RCOM_HORSE_5307301,FLYING MEAN,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,56.9,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,53ac2f3b5ab31403e8d69865a575fab840f6f80cc4369d91ebf679fc60ee0454,f76245b6c934908e93f82d0d6f316a831c9ba2f476fb5d1ed5e72fd4d3003ab8,53ac2f3b5ab31403e8d69865a575fab840f6f80cc4369d91ebf679fc60ee0454,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-538803C742553ADE138ECE7D,RESA-CUR-DE1F085239AE817622D7523B,,,,,,99529254930,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,RCOM_HORSE_5295084,RCOM_HORSE_5295084,IRRESISTIBLE SIR,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,56.3,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,923a41cd81f5030c3647a2eeb19a4d90f6d8e42374a5d1a2227854ebe45f9d81,fbb8c89b3587e7be2a8ae4cd002cd2bdbf6a03b3b666e57356c29037fc5b80c3,923a41cd81f5030c3647a2eeb19a4d90f6d8e42374a5d1a2227854ebe45f9d81,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-6A533180CBA7CBC0F3D1EB79,RESA-CUR-1095313BED308CB635368385,,,,,,99568184430,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5324037,RCOM_HORSE_5324037,RASP,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,57.6,-8.0,-8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,e0fd00447671f22cb41fbd415c1895a0f8993df8ce48e8e5745713f1376c1845,fe3c82447272f86a2727f28298ab73ddd43b12e6286f296a95a289735f6bcdc6,e0fd00447671f22cb41fbd415c1895a0f8993df8ce48e8e5745713f1376c1845,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-8E9CA0178E3C25F57EDADFDE,RESA-CUR-99ACB6B58C5C66A7268C34E7,,,,,,99554973720,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5306926,RCOM_HORSE_5306926,SHUBAEL,2.1,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,49.9,2.1,2.1,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,afcc49b90275ed66029ffafb9ab2d06bd5d49dfa00bc1ac850a9e6ffb5ed04ba,8ebcfcd1516069d770fe2f42a24886d887d7173ea74afd09f27b744e43f404d0,afcc49b90275ed66029ffafb9ab2d06bd5d49dfa00bc1ac850a9e6ffb5ed04ba,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-E30F9503AAB93DE94BE20E96,RESA-CUR-660385CC198AD2F51821850B,,,,,,99515474520,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5315122,RCOM_HORSE_5315122,NEARING LIBERTY,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,57.4,-8.0,-8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,15c6a6868f7c4d93f85bfd8e5d970770343dcc66245b6deacbee362fe250c052,5302cbc841dcdc95a480314494076b1a16f1b7e6cd22d1afd476911488ec89cf,15c6a6868f7c4d93f85bfd8e5d970770343dcc66245b6deacbee362fe250c052,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-6F9AFFEB71B7BA45D5AE10A0,RESA-CUR-A20D4807993D42D94EFAD0B5,,,,,,99564633300,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5329294,RCOM_HORSE_5329294,ZORRO’S FLIGHT,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,59.5,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,385e4fcc62343ec1c207d03ff4d4fc2ad26b71c7c9640811c61b01ff835924b1,93a364ac85ee8537ec50e8e8a0b6832a0f19a270318fd41c1b8e608ffe0966b2,385e4fcc62343ec1c207d03ff4d4fc2ad26b71c7c9640811c61b01ff835924b1,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-FD5DB836BD2A772A518833C1,RESA-CUR-08F6B7CFC46D16293A2AE366,,,,,,99558391920,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5322261,RCOM_HORSE_5322261,ASEVENTY SEVEN (NZ),8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,58.5,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,302cdad4f915609fadff44cc6256692eeaf0aeb66fd049780a3c808c1484115f,6ecf2d082da470a9d6bc5ec29d97305f9dcace9fa3ba069e8015c5cf1b4ca560,302cdad4f915609fadff44cc6256692eeaf0aeb66fd049780a3c808c1484115f,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-767AAE90C21A4B5489DE597F,RESA-CUR-0DAF560CEBC7C1F0B8B59829,,,,,,99476412090,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5308211,RCOM_HORSE_5308211,CEREMONIOUS (NZ),-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,51.6,-8.0,-8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,d64610e752805a19d9aa45cc2d6a32c37edaa974586305e1f4a5e7e0b9e8faae,3d406be8c28e6fe0630aeb059c15e305a1c8ba59348296a3ab65afd5804cf828,d64610e752805a19d9aa45cc2d6a32c37edaa974586305e1f4a5e7e0b9e8faae,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-1E53CB4FF9F200543F3FD697,RESA-CUR-5AB8F72ADD73C9A0324A720C,,,,,,99537287700,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5337325,RCOM_HORSE_5337325,ENCHANTED JENNI (NZ),8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,60.0,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,bb2193a2cf27ea93eea8085c9b9d90f89e88cd93af02a92b558fef66b4e1c87e,5c2476533428c85bfb6dee184fbe4e258a4cc95e98259b1ef4de0466d07b6242,bb2193a2cf27ea93eea8085c9b9d90f89e88cd93af02a92b558fef66b4e1c87e,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-4E4908FFF19AA95EDB89D452,RESA-CUR-5B4CE6F00F3F7ACE51ECD289,,,,,,99567177960,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5330364,RCOM_HORSE_5330364,CHAMPAGNE JENNI,2.6,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,58.9,2.6,2.6,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,4f6581f692ae1cb7e177f14dbe69fbc8ef99cb0e69b06839189e3e1018dea42a,aa4d1c40f27d8271afe04229c261afb22b6a71dca2fb200cac05ebd900624d8c,4f6581f692ae1cb7e177f14dbe69fbc8ef99cb0e69b06839189e3e1018dea42a,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-2E54246F6166735865510233,RESA-CUR-5741B08B50B49FB0F9AE932E,,,,,,99561449310,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RCOM_HORSE_5271996,RCOM_HORSE_5271996,KOROBEINIKI,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,57.5,-8.0,-8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,e57bb07c79879fd376f61dd7395262b4788af9cb3cf656bee3fff872862f8b2f,19555fe63d1b060e56a7113ff67a5713723289b73f4490836154fa49e1eb1603,e57bb07c79879fd376f61dd7395262b4788af9cb3cf656bee3fff872862f8b2f,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-E7EA8A66E7700D4FC77B36EA,RESA-CUR-9CB8984DD2F4CA16E19D9FBC,,,,,,99541687050,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5333005,RCOM_HORSE_5333005,ALL BUSINESS,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,49.4,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,b2593f54914698263754a9721bc2ce933e4a4f442b9b10db9babd0a03dfd8010,ab7d1e5cc2d1f029cf4038be16233182c44cd2112f0478843a91d8b624029913,b2593f54914698263754a9721bc2ce933e4a4f442b9b10db9babd0a03dfd8010,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-0865C1D4F682A5984947D4ED,RESA-CUR-865872B431EDE76E1B47E8CF,,,,,,99559088220,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5276784,RCOM_HORSE_5276784,DANE ON TOUR,-8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,53.0,-8.0,-8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,44427a05e18482022b1e467ec7df009db6b79075be180e6e1194e56073934e42,b1c62dfd0fbb86febd16039f145f7ae052c271428050217ba31ee1fdf94ba7be,44427a05e18482022b1e467ec7df009db6b79075be180e6e1194e56073934e42,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-1891CD76531F9B21795C78C0,RESA-CUR-E62E8657DE0A4B332BAE2142,,,,,,99566000580,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5373129,RCOM_HORSE_5373129,TWO SIGMA (NZ),8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,50.5,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,dd796376bf0f31550d4700f12da46aa01f4526f0fdcacd4710ceba08ac95ffb8,44b76141d85a4e7b34a98cdd23ab4f0031d4658bc2b78f929e9a81f1923aeda5,dd796376bf0f31550d4700f12da46aa01f4526f0fdcacd4710ceba08ac95ffb8,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-B9603B3004E9A08DB2075A7C,RESA-CUR-A9433136EC6912115AD1456B,,,,,,99555467460,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5290200,RCOM_HORSE_5290200,WOMEN IN UNIFORM,-0.8,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,55.2,-0.8,-0.8,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,0d511d201ab177dc30d38d16eb6df8ec72519156a6a722bdc710ef89cc24f642,b322ceef08b1dd2803259eb1e8f852d09782fd119f554788f61876649d45983e,0d511d201ab177dc30d38d16eb6df8ec72519156a6a722bdc710ef89cc24f642,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-5F8BF28EEAD5DE8649A053DB,RESA-CUR-D05164EA60523FD20D6561D4,,,,,,99500681310,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5312742,RCOM_HORSE_5312742,AUTO MAX,-1.8,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,50.8,-1.8,-1.8,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,72341bf560dca6e68a1a163e2e429c6ca47b7fe678b65f5809bc20d29b25f21d,cd2274e0781ee7379faf65ae8c822ed699874001e04b8ce9782c852903a08d4d,72341bf560dca6e68a1a163e2e429c6ca47b7fe678b65f5809bc20d29b25f21d,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-C398ACFE48D50737A9807FC7,RESA-CUR-F6C803A7CD32A784DEA1B7A9,,,,,,99500687640,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5281126,RCOM_HORSE_5281126,I’M DYNAMITE,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,57.3,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,cd3a811dbe16738c5b2ec706ee10d271f714813fad8197fed0835faa1a51fdc7,9b04f03279c0393259ab28178b492e888db5127bb61f773a30992a85d269416a,cd3a811dbe16738c5b2ec706ee10d271f714813fad8197fed0835faa1a51fdc7,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-DC00A39CBE72D92771B3DA89,RESA-CUR-C0B3B174EF0631BC5C712EF1,,,,,,99490350750,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5358321,RCOM_HORSE_5358321,HOT CHILLI MAMA (NZ),-1.9,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,51.6,-1.9,-1.9,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,21b03ff8215dfa73a9b2639ba8c56ce636e7ef434851ec6fd2a3c2a410565e98,ca68acc846187c5f75fe62477780e34525c23f007344fbde6cd8810374f22bb1,21b03ff8215dfa73a9b2639ba8c56ce636e7ef434851ec6fd2a3c2a410565e98,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-460A7CA8A3EA87EE65D9038E,RESA-CUR-3AB2A10CE0734DD6A0D48CB0,,,,,,99567633720,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5341396,RCOM_HORSE_5341396,LOFTY THOUGHTS,1.4,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,52.7,1.4,1.4,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,a14a2f004a87aabd80e24609701a38be1933e77374ee3effe164dbf029be1a6b,1d699a3f15594838fe50780c0795c46764eaff98ad5cef1bfb6e5c34184a6587,a14a2f004a87aabd80e24609701a38be1933e77374ee3effe164dbf029be1a6b,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-DBA28E15C4C21FB8D35C1422,RESA-CUR-67E3B2B58A19B728FFCE081E,,,,,,99564956130,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5354425,RCOM_HORSE_5354425,PRINCING,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,61.7,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,c57d131e08f7e91a79e8b45b099732af70429e4cb567140a2b8066b176b83f94,0fb0837fbd77af77d587dcdc76a46e895d4750326805f5ad378593172cb5c7e4,c57d131e08f7e91a79e8b45b099732af70429e4cb567140a2b8066b176b83f94,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-80E531BC65058BA372934F1F,RESA-CUR-36161F309EEBE67E81F95FBD,,,,,,99569906190,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5256567,RCOM_HORSE_5256567,DELIGHTFUL JOURNEY,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,56.0,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,c8ea1588003ddf0b12b32f375e6a4d0a10e99b669d069dd4830b60f7cd638380,e5cc8878cff4667b52b51adadb7eb82d42c13127d2388202b82989488bf679de,c8ea1588003ddf0b12b32f375e6a4d0a10e99b669d069dd4830b60f7cd638380,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REPP-CUR-D74C67AF751B41829339028B,RESA-CUR-1936C6E5661FA382A2AAE438,,,,,,99515158020,EIQD-58926116CE3730E5DB18A856,2026-07-26,RCOM_HORSE_5331126,RCOM_HORSE_5331126,EXPRESS GUARD,8.0,LIVE_FORM_GUIDE_COMPONENT_SOURCE,,52.0,8.0,8.0,0,PROJECTED_PERFORMANCE_PUBLISHED,PROJECTED_PERFORMANCE_RECONCILED,GOVERNED_PROJECTED_PERFORMANCE,11c866995917fd6f11eca6aeee6799843813c224156d23f3bc398c31e6ea1d94,2b9ed8ba6f6bf232c3246402c51846b1edc818ffc3cdfc24d6d22d71a74fc883,11c866995917fd6f11eca6aeee6799843813c224156d23f3bc398c31e6ea1d94,edgeiq_form_guide_enriched_v2,edgeiq_form_guide_enriched_v2,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
