race_key,runner_key,race_date,track,race_number,runner_id,saddle_number,horse_name,sectional_sequence,distance_marker,distance_to_finish_metres,cumulative_time_to_finish_seconds,position_at_marker,average_speed_source,source_page_url,source_payload_file,semantic_version
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15636586,2026-05-30,Caulfield,1,15636586,1,Crank,1,1000m,1000,60.64,3,16.47,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15636586,2026-05-30,Caulfield,1,15636586,1,Crank,2,800m,800,48.99,3,17.18,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15636586,2026-05-30,Caulfield,1,15636586,1,Crank,3,600m,600,36.66,3,16.23,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15636586,2026-05-30,Caulfield,1,15636586,1,Crank,4,400m,400,24.66,5,16.89,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15636586,2026-05-30,Caulfield,1,15636586,1,Crank,5,200m,200,12.87,5,17.15,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15636586,2026-05-30,Caulfield,1,15636586,1,Crank,6,FINISH,0,74.98,8,15.4,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15632919,2026-05-30,Caulfield,1,15632919,2,Obambulate,1,1000m,1000,59.38,2,16.95,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15632919,2026-05-30,Caulfield,1,15632919,2,Obambulate,2,800m,800,47.68,2,17.11,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15632919,2026-05-30,Caulfield,1,15632919,2,Obambulate,3,600m,600,35.42,2,16.3,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15632919,2026-05-30,Caulfield,1,15632919,2,Obambulate,4,400m,400,23.42,2,16.81,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15632919,2026-05-30,Caulfield,1,15632919,2,Obambulate,5,200m,200,12.06,1,17.73,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15632919,2026-05-30,Caulfield,1,15632919,2,Obambulate,6,FINISH,0,73.6,1,16.67,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15637371,2026-05-30,Caulfield,1,15637371,3,Carnevale,1,1000m,1000,60.06,4,16.6,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15637371,2026-05-30,Caulfield,1,15637371,3,Carnevale,2,800m,800,48.38,4,17.13,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15637371,2026-05-30,Caulfield,1,15637371,3,Carnevale,3,600m,600,36.03,4,16.18,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15637371,2026-05-30,Caulfield,1,15637371,3,Carnevale,4,400m,400,24.19,3,16.83,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15637371,2026-05-30,Caulfield,1,15637371,3,Carnevale,5,200m,200,12.52,4,17.19,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
2026-05-30|CAULFIELD|R01,2026-05-30|CAULFIELD|R01|RUNNER:15637371,2026-05-30,Caulfield,1,15637371,3,Carnevale,6,FINISH,0,74.47,7,16.09,https://www.racing.com/form/2026-05-30/caulfield/race/1/speed-data,outputs/sectionals/raw/VIC/racingcom_full_payloads/getRaceForm_a3072255c6b4ea5989.json,RACINGCOM_SPEED_SEMANTICS_V1
