operation_run_id,source_name,source_file,source_row_number,source_observed_at,source_evidence_sha256,raw_payload_sha256,raw_status
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,44,2026-07-30T04:23:22Z,58db016a2e24473ebbaca99c07b60fa66cef8905a468ec7c7dbbe5c850eb2501,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,45,2026-07-30T04:23:22Z,55640e72d8008877a5c3273cc3b8f9a0a5014f4b9fe341f5126a1af9e439891c,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,46,2026-07-30T04:23:22Z,37a21ab534349c7badb302319fd9ba22810af390a636b743761ce063eab5b267,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,47,2026-07-30T04:23:22Z,2e64c4619fefc5fb9a87ae748856e459324e18c13c64a43f38376d36b0b060e4,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,48,2026-07-30T04:23:22Z,b1547c84e11ab86732b3f5bf69b0ab7517605cce1b3d8eea64c6f20c7b166f39,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,49,2026-07-30T04:23:22Z,9ae2c37e448fb77453bd6f520b1fc1b08c76f08117cc6a602101451c4b185f32,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,50,2026-07-30T04:23:22Z,a718f4000293d8a1f6b3659ea6d6e33426426614d92d5d4eef3a89a9d3c051f5,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,51,2026-07-30T04:23:22Z,f2e276d965d9ba1d9b86d387318b85111a8a89debc0469eddbfd39d0d1a32a0f,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,52,2026-07-30T04:23:22Z,7e624929239a750a5f6d06a82e91d936f1de77fd64bd7f5a859ef7e7bd528a09,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,53,2026-07-30T04:23:22Z,5727d679f01338e55daf0d2f3e7f076002562108cb0849dda5877216e9bee84f,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,54,2026-07-30T04:23:22Z,15a4d4532cfcde0910e16b7501e5229a706027632148bccac08720713e19714e,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,55,2026-07-30T04:23:22Z,fd96918e690841da51e3c2921e527a2822a91b7c2a564723d6f21b5d9da5a058,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,56,2026-07-30T04:23:22Z,4592f332a739276453c2913341ab7bfd48fa8b58a5fc9cbc0ba84fe1d2cffcf1,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,57,2026-07-30T04:23:22Z,0b20ddcb84d9ea8162e187242e400c0478c6beb07431889244897f2221eb942a,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,58,2026-07-30T04:23:22Z,31fedb499cd69a27aadf1482c005ea8f941d2c9292f9c87bf574dba987b003f7,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,59,2026-07-30T04:23:22Z,ca62d21df0adde4f9106f3c89376d6ab7b7a516338a68c30b0e02f176035ac1e,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,60,2026-07-30T04:23:22Z,ea5f31143c02e9d03643836451624aa957786364cf9dbc5cdcff638f15ba47a6,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,61,2026-07-30T04:23:22Z,fa75a2540a7df912571e3f387a4d3ed09a6933ac6210f6aaccc1d52b4fea043b,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
VICLIVEV3-4AD06ABCBFE7,RACING_AUSTRALIA_PUBLIC_RESULTS_HTML,docs/victoria-live-recovery-v3/raw-evidence/RA_RESULTS_2026-07-26_SALE_598617F0.html,62,2026-07-30T04:23:22Z,16a302a02df697ba9b288c58e8e22cd2e9bff89e217914776de611fc3313ad8c,cdebf508e5555d5ae7eeb253ceae9d2ee1dbcd12b7a993d310f01311f717f4f0,RAW_CAPTURED
