race_eri_parameter_id,eri_parameter_version,eri_methodology_code,eri_methodology_name,eri_input_population_rule,eri_complete_field_required,minimum_eligible_runner_count,eri_output_decimal_places,eri_rounding_mode,eri_parameter_scope,effective_from_date,effective_to_date,eri_parameter_decision,race_eri_parameter_status,race_eri_parameter_evidence_sha256,builder_version,contract_version,built_at_utc
ERIP1-87861E1F879BA76926ECDF5D,ERI-V1.0.0,FIELD_MEAN_PROJECTED_PERFORMANCE,Field Mean Projected Performance,ALL_GOVERNED_RECONCILED_PROJECTED_PERFORMANCE_ROWS_PER_RACE,TRUE,2,6,ROUND_HALF_EVEN,GLOBAL,2026-07-22,,ERI_PARAMETER_AUTHORISED,GOVERNED_ERI_PARAMETER,3c77d57a8386d18f5ccc9b17ac409eab697a7f8c9eeb10ff0c70662aea45c62a,edgeiq_race_eri_parameter_fact_v1.0.0,1.0.0,2026-07-22T00:43:24Z
