canonical_race_id,canonical_meeting_id,race_date,jurisdiction,result_status,timing_status,condition_status,speed_status,performance_base_status,normalisation_status,rating_status,publication_status,overall_lifecycle_status,first_discovered_at,last_checked_at,last_changed_at,result_source_hash,timing_source_hash,condition_source_hash,speed_source_hash,retry_eligible,next_retry_class,unresolved_reason,builder_version,contract_version
EIQD-1BFF6200CF83E84CD399762B,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,5c3691116c2a5a1cf261dd56c3a7d150b354ea5934df362cebb5600f420bd528,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0
EIQD-501E672A45FB9A2FF99E1210,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,44fca757eca49f666d2f3fca361e52487169796c676a495ef9c12face29661de,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0
EIQD-595677658C8B1255C051E0E6,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,b120dbf2885d90ac7c6da7468fcd74679072c8c2ab15559e0e417b19033389f6,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0
EIQD-72203D3EA32E5111249F0123,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,e924477c9af4034283381e7f8674078cc55ce0e734ba336630754cc5750ecad7,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0
EIQD-76714D9C55FE8602F0C3179C,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,66bb2f4ddae232eb55622d2d65dd9dc507eb1008e91bbbe94a100f0f29e915b4,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0
EIQD-888970FBDDCADE66F7C4FF39,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,d5f682f21697b46f13d054161bedd4367a9ba61c02cc94f4dac2ba7703882f67,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0
EIQD-C65AE222B624F793CD1BE641,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,4d7e301acb6da52e48132568aa2837ed491cc9479f2511c61d50f1ed4b7c8f04,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0
EIQD-E2FBF289335458742CFDAD1B,EIQM-3560DCAC43CE69CF989F9E87,2026-07-26,AU,RESULT_PENDING,TIME_PENDING,CONDITION_PENDING,SPEED_DATA_PENDING,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,GOVERNED_UNAVAILABLE,PUBLISHED_PENDING,SOURCE_DELAYED,2026-07-29T01:35:37Z,2026-07-29T01:36:15Z,2026-07-29T01:36:15Z,,,,687c7aefb3010fc972adfd2d129d3b0b1fb96197382bd7a78a05edcc05897cf0,TRUE,RESULT_PENDING,RESULT_PENDING;TIME_PENDING;CONDITION_PENDING,EDGEIQ_DAILY_OPERATIONS_ENGINE_V1,1.0.0
