aggregation_method,maximum_observations,lookback_days,minimum_observations,recency_weighting_method,recency_half_life_days,aggregation_model_version,parameter_status,effective_from_date,effective_to_date,evidence_reference,evidence_sha256
WEIGHTED_ARITHMETIC_MEAN,20,730,5,EXPONENTIAL_HALF_LIFE,120,HPR-AGG-B-v1,APPROVED,2026-07-20,,C:/Users/trent/OneDrive/Documents/EDGEIQ_PLATFORM/docs/performance-intelligence/horse-performance-rating/method-governance/EDGEIQ_HORSE_RATING_METHODOLOGY_OWNER_APPROVAL_V1.md,e238c47df084870bb9c9b240961c8e679172c5c7227c088eb1dcd2f41faaff46
