source_owner,source_name,repository_file,json_path,candidate_field,value_type,value,candidate_category,verification_status,canonical_target_field,notes
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.stationId,stationId,int,148000,STATION,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.stationType,stationType,str,wtx,STATION,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.temperature-current,temperature-current,float,15.4,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.temperature-max,temperature-max,float,15.4,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.temperature-min,temperature-min,float,7.78,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.trackType,trackType,str,Turf,TRACK,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.units.temperature,temperature,str,C,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.useRainGauge,useRainGauge,int,2,RAINFALL,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.weather-comment,weather-comment,str,"Top of 14, Partly cloudy. Slight chance of a shower, most likely during the morning. Winds westerly 15 to 20 km/h becoming light during the morning then becoming west to southwesterly 15 to 20 km/h during the day.",OTHER,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.weather-date,weather-date,str,11/07/26,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.weather-last-update,weather-last-update,str,2:57pm,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.weatherReport,weatherReport,int,1,OTHER,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windRepeater.__decoded__.going.enabled,enabled,bool,true,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windRepeater.__decoded__.going.divXPos,divXPos,int,50,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windRepeater.__decoded__.going.divYPos,divYPos,int,500,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windRepeater.__decoded__.going.mapWidth,mapWidth,int,950,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windRepeater.__decoded__.going.repeaterWidth,repeaterWidth,int,132,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windRepeater.__decoded__.going.repeaterText,repeaterText,bool,true,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windRepeater.__decoded__.going.deviation,deviation,float,-0.05,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windRepeater.__decoded__.going.mapRotation,mapRotation,int,0,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.winddirection-current,winddirection-current,float,343.43,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.winddirection-current-rose,winddirection-current-rose,int,1361,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.winddirection-text,winddirection-text,str,Northerly,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windgust-current,windgust-current,int,6,WIND_GUST,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windgust-event,windgust-event,str,2:07 pm,WIND_GUST,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windgust-max,windgust-max,float,11.4,WIND_GUST,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windgust-min,windgust-min,float,1.2,WIND_GUST,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windspeed-average,windspeed-average,float,4.13,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.content.windspeed-current,windspeed-current,float,4.8,WIND,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.timezone-offset,timezone-offset,int,32400,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.local-time.calendar,calendar,str,2026-07-11 12:57:55,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.local-time.epoch,epoch,int,1783771075,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.local-time.cache,cache,int,1783771020,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.local-date.calendar,calendar,str,2026-07-11,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.local-date.epoch,epoch,int,1783724400,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.local-date.numericDate,numericDate,str,11/07/26,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.server-time.calendar,calendar,str,2026-07-11 03:57:55,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.server-time.epoch,epoch,int,1783738675,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.server-time.cache,cache,int,1783771020,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.server-date.calendar,calendar,str,2026-07-11,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.server-date.epoch,epoch,int,1783724400,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.local-update.calendar,calendar,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.local-update.epoch,epoch,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.previous-race.fullDate,fullDate,str,"Wednesday, 8th July, 2026",TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.previous-race.numericDate,numericDate,str,08/07/26,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.latest-previous.calendar,calendar,str,2026-07-11,LATITUDE,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.latest-previous.epoch,epoch,int,1783724400,LATITUDE,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.next-race.fullDate,fullDate,str,"Wednesday, 15th July, 2026",TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.next-race.numericDate,numericDate,str,15/07/26,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.previous-race-awt.fullDate,fullDate,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.previous-race-awt.numericDate,numericDate,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.latest-last-awt.calendar,calendar,str,N/a,LATITUDE,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.latest-last-awt.epoch,epoch,str,N/a,LATITUDE,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.next-race-awt.fullDate,fullDate,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Sandown,data\weather-source-audit\live-turftrax\ladbrokes_raw.json,$.payload.tardis.next-race-awt.numericDate,numericDate,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.air-temperature-current,air-temperature-current,float,13.06,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.air-temperature-max,air-temperature-max,float,14.59,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.air-temperature-min,air-temperature-min,float,6.93,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.awt-race-date,awt-race-date,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.carousel.temperature.default,default,str,air,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.carousel.temperature.list[0],list[0],str,air,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.going-race-date,going-race-date,str,"Monday, 8th June, 2026",TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.going-report,going-report,str,Heavy 8,TRACK,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.going-report-date,going-report-date,str,"Monday, 15th June, 2026 at 12:36 pm",TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.going-waypoint-map,going-waypoint-map,str,https://api.turftrax.co.uk/maps/going-reports/335148_waypoints.svg,TRACK,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.going-zone-map,going-zone-map,str,https://api.turftrax.co.uk/maps/going-reports/335148_zones.svg,TRACK,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.goingReport,goingReport,int,1,TRACK,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.haveManualRain,haveManualRain,bool,false,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.humidity-current,humidity-current,float,72.19,HUMIDITY,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.humidity-max,humidity-max,float,88.11,HUMIDITY,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.humidity-min,humidity-min,float,65.82,HUMIDITY,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.location-date,location-date,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.location-track-type,location-track-type,str,N/a,TRACK,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.rain0-24hr,rain0-24hr,str,,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.rain0-7day,rain0-7day,str,,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.rain0-today,rain0-today,str,,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.rain1-24hr,rain1-24hr,int,0,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.rain1-7day,rain1-7day,float,0.8,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.rain1-current,rain1-current,int,0,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.rain1-since,rain1-since,int,0,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.rain1-today,rain1-today,int,0,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.rain2-24hr,rain2-24hr,int,0,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.rain2-7day,rain2-7day,int,0,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.rain2-since,rain2-since,int,0,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.rain2-today,rain2-today,int,0,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.reportStatus.weather[0],weather[0],str,### - No Data (max_soil_temp),OTHER,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.reportStatus.weather[1],weather[1],str,### - No Data (min_soil_temp),OTHER,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.stationActivityStatus,stationActivityStatus,str,active,STATION,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.stationId,stationId,int,149001,STATION,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.stationType,stationType,str,wtx,STATION,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.temperature-current,temperature-current,float,13.06,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.temperature-max,temperature-max,float,14.59,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.temperature-min,temperature-min,float,6.93,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.trackType,trackType,str,Turf,TRACK,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.units.temperature,temperature,str,C,TEMPERATURE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.useRainGauge,useRainGauge,int,1,RAINFALL,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.weather-comment,weather-comment,str,"Top of 16 degrees, Partly cloudy. Light winds becoming northerly 15 to 20 km/h in the middle of the day then becoming light in the early afternoon.",OTHER,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.weather-date,weather-date,str,11/07/26,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.weather-last-update,weather-last-update,str,2:57pm,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.weatherReport,weatherReport,int,1,OTHER,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windRepeater.__decoded__.going.enabled,enabled,bool,true,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windRepeater.__decoded__.going.divXPos,divXPos,int,50,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windRepeater.__decoded__.going.divYPos,divYPos,int,650,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windRepeater.__decoded__.going.mapWidth,mapWidth,int,950,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windRepeater.__decoded__.going.repeaterWidth,repeaterWidth,int,132,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windRepeater.__decoded__.going.repeaterText,repeaterText,bool,true,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windRepeater.__decoded__.going.deviation,deviation,float,-0.05,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windRepeater.__decoded__.going.mapRotation,mapRotation,int,0,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.winddirection-current,winddirection-current,float,328.18,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.winddirection-current-rose,winddirection-current-rose,int,1239,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.winddirection-text,winddirection-text,str,Northwesterly,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windgust-current,windgust-current,float,6.73,WIND_GUST,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windgust-event,windgust-event,str,2:12 pm,WIND_GUST,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windgust-max,windgust-max,float,9.24,WIND_GUST,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windgust-min,windgust-min,int,0,WIND_GUST,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windspeed-average,windspeed-average,float,1.88,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.content.windspeed-current,windspeed-current,float,4.8,WIND,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.timezone-offset,timezone-offset,int,36000,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.local-time.calendar,calendar,str,2026-07-11 13:57:55,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.local-time.epoch,epoch,int,1783774675,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.local-time.cache,cache,int,1783774620,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.local-date.calendar,calendar,str,2026-07-11,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.local-date.epoch,epoch,int,1783724400,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.local-date.numericDate,numericDate,str,11/07/26,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.server-time.calendar,calendar,str,2026-07-11 03:57:55,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.server-time.epoch,epoch,int,1783738675,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.server-time.cache,cache,int,1783774620,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.server-date.calendar,calendar,str,2026-07-11,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.server-date.epoch,epoch,int,1783724400,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.local-update.calendar,calendar,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.local-update.epoch,epoch,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.previous-race.fullDate,fullDate,str,"Monday, 8th June, 2026",TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.previous-race.numericDate,numericDate,str,08/06/26,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.latest-previous.calendar,calendar,str,2026-06-11,LATITUDE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.latest-previous.epoch,epoch,int,1781132400,LATITUDE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.next-race.fullDate,fullDate,str,"Thursday, 11th July, 2126",TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.next-race.numericDate,numericDate,str,11/07/26,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.previous-race-awt.fullDate,fullDate,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.previous-race-awt.numericDate,numericDate,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.latest-last-awt.calendar,calendar,str,N/a,LATITUDE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.latest-last-awt.epoch,epoch,str,N/a,LATITUDE,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.next-race-awt.fullDate,fullDate,str,N/a,TIMESTAMP,UNREVIEWED,,
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.next-race-awt.numericDate,numericDate,str,N/a,TIMESTAMP,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.stn.location.lat_dec_deg,lat_dec_deg,float,-38.1737,STATION,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.stn.location.long_dec_deg,long_dec_deg,float,144.3766,STATION,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.stn.location.timezone,timezone,str,Australia/Melbourne,TIMESTAMP,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.datetime_utc,datetime_utc,str,2026-07-10T03:40:00Z,TIMESTAMP,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.temp.dry_bulb_1min_cel,dry_bulb_1min_cel,float,12.1,TEMPERATURE,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.temp.apparent_1min_cel,apparent_1min_cel,float,9.73,TEMPERATURE,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.temp.dew_pnt_1min_cel,dew_pnt_1min_cel,float,7.21,TEMPERATURE,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.temp.wet_bulb_1min_avg_cel,wet_bulb_1min_avg_cel,float,9.75,TEMPERATURE,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.temp.wet_bulb_globe_sun_cel,wet_bulb_globe_sun_cel,NoneType,,TEMPERATURE,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.temp.wet_bulb_globe_shade_cel,wet_bulb_globe_shade_cel,float,10.45,TEMPERATURE,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.temp.wet_bulb_depression_cel,wet_bulb_depression_cel,float,2.35,TEMPERATURE,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.temp.dry_bulb_max_cel,dry_bulb_max_cel,float,12.8,TEMPERATURE,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.temp.dry_bulb_max_time_utc,dry_bulb_max_time_utc,str,2026-07-10T02:28:00Z,TEMPERATURE,UNREVIEWED,,
