source_guess,repository_file,discovered_url,requires_verification,verified_track,verified_data_type,verification_status,notes
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/observations/latest/{bom_stn_num}/terr/subsurf_land/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/observations/latest/{bom_stn_num}/terr/surf_wtr/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/observations/recent/{bom_stn_num}/atm/surf_air,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-and-climate,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,"https://www.bom.gov.au/weather-and-climate&quot;},&quot;menuLinks&quot;:[{&quot;linkTitle&quot;:&quot;Forecasts",YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-and-climate/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-and-climate/long-range-weather,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-and-climate/past-weather-and-climate,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-and-climate/rain-radar-and-weather-maps,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-and-climate/specialised-forecasts-and-observations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-and-climate/specialised-forecasts-and-observations/alpine-regions,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-and-climate/specialised-forecasts-and-observations/rainfall-and-river-conditions,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-and-climate/specialised-forecasts-and-observations/space-weather,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-and-climate/specialised-forecasts-and-observations/tsunami,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-and-climate/warnings-and-alerts,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-and-climate/water-data-and-forecasts,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-glance-placeholder/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-highlight/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-icons/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-moods/${d}.webp`:,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weather-stations-placeholder/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weatherstation/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weatherstation/australia/victoria/87184/accessible-observations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/weatherstation/{country}/{state}/{weatherStationId,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.linkedin.com/shareArticle?mini=true&amp;url=https://www.bom.gov.au/weatherstation/australia/victoria/87184&amp;title=Weather%20station%2C%20Victoria%20%7C%20The%20Bureau%20of%20Meteorology,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/climate/cdo/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/sites/default/files/css/css_rsTwBDC9UXjDjAbv5eZkblg4ajpJZWKGYn9SXGlNkN4.css?delta=1&language=en&theme=bom_theme&include=eJxdy0sOwyAMhOELOeFIkU0coDUYMURqbt9uqj4Ws_g_acTrNrNWDeJ1OVR34Xgn-WHzyLN4-2NkHvplyVzYFszLSksUjYErVAU4KSj60LCPs7OtfOMHqR3htS0C1BxxlD63ySl8B3UenAb3jPf5I-vZ-ilWkHUnXJhagzD0CX1RUtA,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/sites/default/files/js/js_Q6N454x_-NFcehq5Gr1pEN-a9NWf7NWlvg8cFW9B3AU.js?scope=header&delta=0&language=en&theme=bom_theme&include=eJxdiUEKgDAMBD_U2oMPKkkJqZIY0Sj6ewtetJcddgZN83ZoQtPYGBqzV1J6DRVYvVSI5_hJLIYgcfdbpoUDm7FQduDEbfo_wAzXX-oDmjgtQw,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/modules/contrib/google_tag/js/gtag.js?6403252007219f86469868e1127cdfa88ffdd593ee00ab288b652203902ac07e,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/modules/contrib/google_tag/js/gtm.js?2d52e6a3fa33fd0611391d71d3617997bf69b41ad943f216c2569def87beae08,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/sites/default/files/js/js_0E_Sdagy7z6hZ8_KQ8iBrNqPjAjPEtSs687iPLV3I9A.js?scope=footer&delta=0&language=en&theme=bom_theme&include=eJxdiUEKgDAMBD_U2oMPKkkJqZIY0Sj6ewtetJcddgZN83ZoQtPYGBqzV1J6DRVYvVSI5_hJLIYgcfdbpoUDm7FQduDEbfo_wAzXX-oDmjgtQw,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/sites/default/files/js/js_PKOLQweIsrakI6vKHGeFksqYbyQqBAD5jt27GHeYTWg.js?scope=footer&delta=2&language=en&theme=bom_theme&include=eJxdiUEKgDAMBD_U2oMPKkkJqZIY0Sj6ewtetJcddgZN83ZoQtPYGBqzV1J6DRVYvVSI5_hJLIYgcfdbpoUDm7FQduDEbfo_wAzXX-oDmjgtQw,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/themes/custom/bom_theme/bom-react/dist/main.bundle.js?b2f352443ff3f4ef77eb034538d7f6df0cf84e0ac2d486c4b50d7d3188addd83,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://csat-dev.nonprod.service.bom.gov.au,YES,,,UNREVIEWED,
UNKNOWN,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://fastapi-forecast.apps.ocp,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://fastapi-forecast.apps.ocp.mgmt.bae.bom.gov.au/apikey/v,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://api.test2.bom.gov.au/apikey/v1/obs,YES,,,UNREVIEWED,
UNKNOWN,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://fastapi-observation.a,YES,,,UNREVIEWED,
UNKNOWN,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://fastapi-observation.apps.ocp.mgmt.bae.bom,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://fastapi-observation.apps.ocp.mgmt.bae.bom.gov.au/apikey/v1/ob,YES,,,UNREVIEWED,
UNKNOWN,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://api.test2.bom,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://api.test2.bom.gov.au/apikey/v1,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://api.test2.bom.gov.au/apike,YES,,,UNREVIEWED,
UNKNOWN,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://csat-dev.nonprod.service.bom.g,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.json,https://www.bom.gov.au/sites/default/files/js/js_sZH6SbirjcqLsL2fvJ3rbTpJyWE7xq2VR48AG2zfoGc.js?scope=footer&delta=4&language=en&theme=bom_theme&include=eJxdiUEKgDAMBD_U2oMPKkkJqZIY0Sj6ewtetJcddgZN83ZoQtPYGBqzV1J6DRVYvVSI5_hJLIYgcfdbpoUDm7FQduDEbfo_wAzXX-oDmjgtQw,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weatherstation/australia/victoria/87184,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,http://bom.gov.au/api/v1,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://api.test2.bom.gov.au/apikey/v1/forecasts,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://api.test2.bom.gov.au/apikey/v1/locations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://api.test2.bom.gov.au/apikey/v1/mapping,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://api.test2.bom.gov.au/apikey/v1/observations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://api.test2.bom.gov.au/apikey/v1/products,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://api.test2.bom.gov.au/apikey/v1/warnings,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://bom.gov.au/api/v1,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://drupal.dev1.bae.bom.gov.au/api/v1/webform/webform/7b9822b8-cd75-4446-b25d-5775e3e73dd4,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://facebook.com/sharer.php?u=https://www.bom.gov.au/weatherstation/australia/victoria/87184,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://fastapi-forecast.apps.ocp.mgmt.bae.bom.gov.au/apikey/v1/forecasts,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://fastapi-location.apps.ocp.mgmt.bae.bom.gov.au/apikey/v1/locations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://fastapi-observation.apps.ocp.mgmt.bae.bom.gov.au/apikey/v1/observations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://fastapi-product.apps.ocp.mgmt.bae.bom.gov.au/apikey/v1/products,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://fastapi-warning.apps.ocp.mgmt.bae.bom.gov.au/apikey/v1/warnings,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://twitter.com/share?text=Weather%20station%2C%20Victoria%20%7C%20The%20Bureau%20of%20Meteorology&amp;url=https://www.bom.gov.au/weatherstation/australia/victoria/87184,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/ForecastAccordionContent/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/ForecastDistricts/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/WeatherCard/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/WeatherCards/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/WeatherDetails/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/WeatherLayer/components/Data/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/WeatherLayer/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/WeatherMood/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/WeatherTabs/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/api,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/api-down-message/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/api.analytics.bom.gov.au,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/api.bom.gov.au,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/api/v1,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/apikey,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/climate/data/index.shtml,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/data,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/data-services,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,"https://www.bom.gov.au/data-services&quot;,&quot;enableLinks&quot;:false},{&quot;linkTitle&quot;:&quot;Indigenous",YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,"https://www.bom.gov.au/data-services&quot;},&quot;columnThreeSecondHorizontalTopicInfo&quot;:{&quot;info&quot;:&quot;Find",YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/data.json,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/data/drupal,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/forecast-districts/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/forecast_districts,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,"https://www.bom.gov.au/forecast_districts/MapServer/0`,t.MAP_EXTENT_URL_COASTAL=`${f}/overlays/coastal_areas/MapServer/0`,t.MAP_EXTENT_URL_COASTAL_AREA_FEATURE=`${f}/overlays/coastal_areas/FeatureServer/0`},1698:function(e,t,r){",YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/forecasts,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/forecasts/1hourly/{fcst_grid_x}/{fcst_grid_y,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/forecasts/3hourly/{fcst_grid_x}/{fcst_grid_y,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/forecasts/astro/{long_dec_deg}/{lat_dec_deg,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/forecasts/daily-list/{fcst_date,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/forecasts/daily/{fcst_grid_x}/{fcst_grid_y,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/forecasts/texts,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/forecasts/tidal/{tidal_location,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/observations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/observations/extremes/latest/atm/surf_air,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/observations/latest-list/atm/surf_air,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/observations/latest/{bom_stn_num}/atm/surf_air,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/observations/latest/{bom_stn_num}/terr/subsurf_land/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/observations/latest/{bom_stn_num}/terr/surf_wtr/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/observations/recent/{bom_stn_num}/atm/surf_air,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-and-climate,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,"https://www.bom.gov.au/weather-and-climate&quot;},&quot;menuLinks&quot;:[{&quot;linkTitle&quot;:&quot;Forecasts",YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-and-climate/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-and-climate/long-range-weather,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-and-climate/past-weather-and-climate,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-and-climate/rain-radar-and-weather-maps,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-and-climate/specialised-forecasts-and-observations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-and-climate/specialised-forecasts-and-observations/alpine-regions,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-and-climate/specialised-forecasts-and-observations/rainfall-and-river-conditions,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-and-climate/specialised-forecasts-and-observations/space-weather,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-and-climate/specialised-forecasts-and-observations/tsunami,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-and-climate/warnings-and-alerts,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-and-climate/water-data-and-forecasts,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-glance-placeholder/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-highlight/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-icons/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-moods/${d}.webp`:,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weather-stations-placeholder/index,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weatherstation/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weatherstation/australia/victoria/87184/accessible-observations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.bom.gov.au/weatherstation/{country}/{state}/{weatherStationId,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\bom_station_source_audit.txt,https://www.linkedin.com/shareArticle?mini=true&amp;url=https://www.bom.gov.au/weatherstation/australia/victoria/87184&amp;title=Weather%20station%2C%20Victoria%20%7C%20The%20Bureau%20of%20Meteorology,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\page.html,https://www.bom.gov.au/weatherstation/australia/victoria/87184,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\page.html,https://www.bom.gov.au/climate/cdo/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\page.html,https://www.bom.gov.au/climate/data/index.shtml,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\page.html,https://twitter.com/share?text=Weather%20station%2C%20Victoria%20%7C%20The%20Bureau%20of%20Meteorology&amp;url=https://www.bom.gov.au/weatherstation/australia/victoria/87184,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\page.html,https://facebook.com/sharer.php?u=https://www.bom.gov.au/weatherstation/australia/victoria/87184,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\page.html,https://www.linkedin.com/shareArticle?mini=true&amp;url=https://www.bom.gov.au/weatherstation/australia/victoria/87184&amp;title=Weather%20station%2C%20Victoria%20%7C%20The%20Bureau%20of%20Meteorology,YES,,,UNREVIEWED,
UNKNOWN,data\weather-source-audit\bom-stations\87184\page.html,https://twitter.com/BOM_au,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-stations\87184\page.html,https://www.bom.gov.au/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\03_www_proxy_latest.html,https://www.bom.gov.au/page-not-found,YES,,,UNREVIEWED,
UNKNOWN,data\weather-source-audit\bom-live\87184\03_www_proxy_latest.html,https://twitter.com/BOM_au,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\03_www_proxy_latest.html,https://www.bom.gov.au/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\04_www_proxy_recent.html,https://www.bom.gov.au/page-not-found,YES,,,UNREVIEWED,
UNKNOWN,data\weather-source-audit\bom-live\87184\04_www_proxy_recent.html,https://twitter.com/BOM_au,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\04_www_proxy_recent.html,https://www.bom.gov.au/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\05_accessible_observations.html,https://www.bom.gov.au/weatherstation/australia/victoria/87184/accessible-observations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\05_accessible_observations.html,https://twitter.com/share?text=Weather%20station%2C%2087184%20%7C%20The%20Bureau%20of%20Meteorology&amp;url=https://www.bom.gov.au/weatherstation/australia/victoria/87184/accessible-observations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\05_accessible_observations.html,https://facebook.com/sharer.php?u=https://www.bom.gov.au/weatherstation/australia/victoria/87184/accessible-observations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\05_accessible_observations.html,https://www.linkedin.com/shareArticle?mini=true&amp;url=https://www.bom.gov.au/weatherstation/australia/victoria/87184/accessible-observations&amp;title=Weather%20station%2C%2087184%20%7C%20The%20Bureau%20of%20Meteorology,YES,,,UNREVIEWED,
UNKNOWN,data\weather-source-audit\bom-live\87184\05_accessible_observations.html,https://twitter.com/BOM_au,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\05_accessible_observations.html,https://www.bom.gov.au/,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\bom_endpoint_probe_results.json,https://api.bom.gov.au/apikey/v1/observations/latest/87184/atm/surf_air,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\bom_endpoint_probe_results.json,https://www.bom.gov.au,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\bom_endpoint_probe_results.json,https://api.bom.gov.au/apikey/v1/observations/recent/87184/atm/surf_air,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\bom_endpoint_probe_results.json,https://www.bom.gov.au/observations/latest/87184/atm/surf_air,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\bom_endpoint_probe_results.json,https://www.bom.gov.au/page-not-found,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\bom_endpoint_probe_results.json,https://api.bom.gov.au,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\bom_endpoint_probe_results.json,https://*.bom.gov.au:*,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\bom_endpoint_probe_results.json,https://*.bom.gov.au,YES,,,UNREVIEWED,
UNKNOWN,data\weather-source-audit\bom-live\87184\bom_endpoint_probe_results.json,https://bom-search.funnelback.squiz.cloud,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\bom_endpoint_probe_results.json,https://www.bom.gov.au/observations/recent/87184/atm/surf_air,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\bom_endpoint_probe_results.json,https://www.bom.gov.au/weatherstation/australia/victoria/87184/accessible-observations,YES,,,UNREVIEWED,
BOM,data\weather-source-audit\bom-live\87184\EDGEIQ_BOM_OBSERVATION_ENDPOINT_PROBE.txt,https://www.bom.gov.au/weatherstation/australia/victoria/87184,YES,,,UNREVIEWED,
