source_owner,source_name,repository_file,json_path,value_type,container_size,value_preview,depth
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.earliest-next.epoch,int,,4938192000,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.awtRacingToday,int,,0,3
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.previous-race-awt,object,4,,3
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.previous-race-awt.calendar,str,,N/a,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.previous-race-awt.epoch,str,,N/a,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.previous-race-awt.fullDate,str,,N/a,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.previous-race-awt.numericDate,str,,N/a,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.latest-last-awt,object,2,,3
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.latest-last-awt.calendar,str,,N/a,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.latest-last-awt.epoch,str,,N/a,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.next-race-awt,object,4,,3
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.next-race-awt.calendar,str,,N/a,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.next-race-awt.epoch,str,,N/a,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.next-race-awt.fullDate,str,,N/a,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.next-race-awt.numericDate,str,,N/a,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.earliest-next-awt,object,2,,3
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.earliest-next-awt.calendar,str,,N/a,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.tardis.earliest-next-awt.epoch,str,,N/a,4
TURFTRAX,Mornington,data\weather-source-audit\live-turftrax\mornington_raw.json,$.payload.trace,str,,**** WDV Init Start **** Config Authorise: 6 Courttesy Authorise: 5 CodeBase Authorise: 6 Station Id: 149001 Station Name: wtx-rvlMornington-2 Station Type: 8 Sensor Data Map: Array (     [data_00] =&gt; pressure     [data_01] =&gt; solar_load     [data_02] =&gt; ground_temp     [data_03] =&gt; sola...,2
