"File","LineNumber","Match","Context"
"data\weather-source-audit\live-turftrax\caulfield_raw.json","32","/going-reports/338784_waypoints.svg","""going-waypoint-map"": ""https://api.turftrax.co.uk/maps/going-reports/338784_waypoints.svg"","
"data\weather-source-audit\live-turftrax\caulfield_raw.json","32","api.turftrax.co.uk/maps/going-reports/338784_waypoints.svg","""going-waypoint-map"": ""https://api.turftrax.co.uk/maps/going-reports/338784_waypoints.svg"","
"data\weather-source-audit\live-turftrax\caulfield_raw.json","32","https://api.turftrax.co.uk/maps/going-reports/338784_waypoints.svg","""going-waypoint-map"": ""https://api.turftrax.co.uk/maps/going-reports/338784_waypoints.svg"","
"data\weather-source-audit\live-turftrax\caulfield_raw.json","33","/going-reports/338784_zones.svg","""going-zone-map"": ""https://api.turftrax.co.uk/maps/going-reports/338784_zones.svg"","
"data\weather-source-audit\live-turftrax\caulfield_raw.json","33","api.turftrax.co.uk/maps/going-reports/338784_zones.svg","""going-zone-map"": ""https://api.turftrax.co.uk/maps/going-reports/338784_zones.svg"","
"data\weather-source-audit\live-turftrax\caulfield_raw.json","33","https://api.turftrax.co.uk/maps/going-reports/338784_zones.svg","""going-zone-map"": ""https://api.turftrax.co.uk/maps/going-reports/338784_zones.svg"","
"data\weather-source-audit\live-turftrax\ladbrokes_raw.json","32","/going-reports/338681_waypoints.svg","""going-waypoint-map"": ""https://api.turftrax.co.uk/maps/going-reports/338681_waypoints.svg"","
"data\weather-source-audit\live-turftrax\ladbrokes_raw.json","32","api.turftrax.co.uk/maps/going-reports/338681_waypoints.svg","""going-waypoint-map"": ""https://api.turftrax.co.uk/maps/going-reports/338681_waypoints.svg"","
"data\weather-source-audit\live-turftrax\ladbrokes_raw.json","32","https://api.turftrax.co.uk/maps/going-reports/338681_waypoints.svg","""going-waypoint-map"": ""https://api.turftrax.co.uk/maps/going-reports/338681_waypoints.svg"","
"data\weather-source-audit\live-turftrax\ladbrokes_raw.json","33","/going-reports/338681_zones.svg","""going-zone-map"": ""https://api.turftrax.co.uk/maps/going-reports/338681_zones.svg"","
"data\weather-source-audit\live-turftrax\ladbrokes_raw.json","33","api.turftrax.co.uk/maps/going-reports/338681_zones.svg","""going-zone-map"": ""https://api.turftrax.co.uk/maps/going-reports/338681_zones.svg"","
"data\weather-source-audit\live-turftrax\ladbrokes_raw.json","33","https://api.turftrax.co.uk/maps/going-reports/338681_zones.svg","""going-zone-map"": ""https://api.turftrax.co.uk/maps/going-reports/338681_zones.svg"","
"data\weather-source-audit\live-turftrax\mornington_raw.json","32","/going-reports/335148_waypoints.svg","""going-waypoint-map"": ""https://api.turftrax.co.uk/maps/going-reports/335148_waypoints.svg"","
"data\weather-source-audit\live-turftrax\mornington_raw.json","32","api.turftrax.co.uk/maps/going-reports/335148_waypoints.svg","""going-waypoint-map"": ""https://api.turftrax.co.uk/maps/going-reports/335148_waypoints.svg"","
"data\weather-source-audit\live-turftrax\mornington_raw.json","32","https://api.turftrax.co.uk/maps/going-reports/335148_waypoints.svg","""going-waypoint-map"": ""https://api.turftrax.co.uk/maps/going-reports/335148_waypoints.svg"","
"data\weather-source-audit\live-turftrax\mornington_raw.json","33","/going-reports/335148_zones.svg","""going-zone-map"": ""https://api.turftrax.co.uk/maps/going-reports/335148_zones.svg"","
"data\weather-source-audit\live-turftrax\mornington_raw.json","33","api.turftrax.co.uk/maps/going-reports/335148_zones.svg","""going-zone-map"": ""https://api.turftrax.co.uk/maps/going-reports/335148_zones.svg"","
"data\weather-source-audit\live-turftrax\mornington_raw.json","33","https://api.turftrax.co.uk/maps/going-reports/335148_zones.svg","""going-zone-map"": ""https://api.turftrax.co.uk/maps/going-reports/335148_zones.svg"","
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","4","https://its.turftrax.co.uk/visualiser/caulfield/","URL: https://its.turftrax.co.uk/visualiser/caulfield/"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","11","https://its.turftrax.co.uk/visualiser/caulfield/","URL: https://its.turftrax.co.uk/visualiser/caulfield/"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","17","/visualiser/stream/","/visualiser/stream/"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","22","/visualiser/stream/","../assets/css/base.css"">         <link type=""text/css"" rel=""stylesheet"" href=""livery.css"">         <script type=""text/javascript"" src=""../assets/js/common.js""></script>         <script type=""text/javascript"">             /* Feature Dependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX ""timeout"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {""going"":{""enabled"":true,""divXPos"":810,""divYPos"":10,""mapWidth"":950,""repeaterWidth"":132,""r"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","40","https://twitter.com/turftrax","pecific timing of updates.</p>             </div>             <div class=""footer"">                 <div class=""footer-logo"">                     <img src=""../assets/images/turftrax-main-logo.jpg"" alt=""Turftrax Ltd"">                     <a href=""https://twitter.com/turftrax"" class=""twitter-follow-button"">Follow @twitterapi</a>                     <script type=""text/javascript"">!function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0];if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=""//platform.twitter.com/widgets.js"";fjs.parentNode.insertBefore(js,fjs);}}(document,""script"",""twitter-wjs"");</script>                 </div"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","43","https://www.turftrax.com","1, 2022, 2023, 2024, 2025, 2026 Turftrax Ltd. <br>All Rights Reserved.</p>                     <p class=""footer-powered-by"">Powered by <a href=""https://www.turftrax.com"" target=""_blank"">TurfTrax Ltd</a></p>                 </div>             </div> <!--[TTITS_TEMPLATE_TAG_ADVISORYNOTICE_HTMLxx]-->             <div id=""api-mini-cms"" class=""menu-display"" style=""display:none;"">                 <div class=""api-mini-cms-header"">                     Visualiser Mini-CMS                     <div class=""popup-close"">                         <img class=""page-icon"" src=""/assets/icons/close-icon-00.svg"" onclick=""ToggleMiniCms();"" title=""Click t"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","46","https://www.turftrax.com","<p class=""footer-powered-by"">Powered by <a href=""https://www.turftrax.com"" target=""_blank"">TurfTrax Ltd</a></p>                 </div>             </div> <!--[TTITS_TEMPLATE_TAG_ADVISORYNOTICE_HTMLxx]-->             <div id=""api-mini-cms"" class=""menu-display"" style=""display:none;"">                 <div class=""api-mini-cms-header"">                     Visualiser Mini-CMS                     <div class=""popup-close"">                         <img class=""page-icon"" src=""/assets/icons/close-icon-00.svg"" onclick=""ToggleMiniCms();"" title=""Click to Close"" alt=""Close Mini-CMS"">                     </div>                 </div>"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","238","/visualiser/stream/","type=""text/javascript"" src=""../assets/js/common.js""></script>         <script type=""text/javascript"">             /* Feature Dependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX ""timeout"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {""going"":{""enabled"":true,""divXPos"":810,""divYPos"":10,""mapWidth"":950,""repeaterWidth"":132,""repeaterText"":true,""deviation"":-0.05,""mapRotation"":0}};             var jsLogger = 'ondemand';             v"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","241","/visualiser/stream/","s/css/base.css"">         <link type=""text/css"" rel=""stylesheet"" href=""livery.css"">         <script type=""text/javascript"" src=""../assets/js/common.js""></script>         <script type=""text/javascript"">             /* Feature Dependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX ""timeout"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {""going"":{""enabled"":true,""divXPos"":810,""divYPos"":10,""mapWidth"":950,""repeaterWidth"":132,""repeaterT"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","263","https://its.turftrax.co.uk/visualiser/assets/css/base.css","URL: https://its.turftrax.co.uk/visualiser/assets/css/base.css"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","385","https://its.turftrax.co.uk/visualiser/caulfield/livery.css","URL: https://its.turftrax.co.uk/visualiser/caulfield/livery.css"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","402","https://its.turftrax.co.uk/visualiser/assets/js/common.js","URL: https://its.turftrax.co.uk/visualiser/assets/js/common.js"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","647","https://its.turftrax.co.uk/visualiser/assets/js/base.js","URL: https://its.turftrax.co.uk/visualiser/assets/js/base.js"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","652","/going-report","http://hub-uat.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","652","http://hub-uat.turftrax.co.uk/going-report","http://hub-uat.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","652","hub-uat.turftrax.co.uk/going-report","http://hub-uat.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","653","/going-report","http://hub.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","653","http://hub.turftrax.co.uk/going-report","http://hub.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\caulfield\audit_report.txt","653","hub.turftrax.co.uk/going-report","http://hub.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","4","https://its.turftrax.co.uk/visualiser/mornington/","URL: https://its.turftrax.co.uk/visualiser/mornington/"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","11","https://its.turftrax.co.uk/visualiser/mornington/","URL: https://its.turftrax.co.uk/visualiser/mornington/"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","17","/visualiser/stream/","/visualiser/stream/"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","22","/visualiser/stream/","./assets/css/base.css"">         <link type=""text/css"" rel=""stylesheet"" href=""livery.css"">         <script type=""text/javascript"" src=""../assets/js/common.js""></script>         <script type=""text/javascript"">             /* Feature Dependant Properties */             var clientName = 'mornington';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX ""timeout"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {""going"":{""enabled"":true,""divXPos"":810,""divYPos"":10,""mapWidth"":950,""repeaterWidth"":132,""r"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","40","https://twitter.com/turftrax","pecific timing of updates.</p>             </div>             <div class=""footer"">                 <div class=""footer-logo"">                     <img src=""../assets/images/turftrax-main-logo.jpg"" alt=""Turftrax Ltd"">                     <a href=""https://twitter.com/turftrax"" class=""twitter-follow-button"">Follow @twitterapi</a>                     <script type=""text/javascript"">!function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0];if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=""//platform.twitter.com/widgets.js"";fjs.parentNode.insertBefore(js,fjs);}}(document,""script"",""twitter-wjs"");</script>                 </div"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","43","https://www.turftrax.com","1, 2022, 2023, 2024, 2025, 2026 Turftrax Ltd. <br>All Rights Reserved.</p>                     <p class=""footer-powered-by"">Powered by <a href=""https://www.turftrax.com"" target=""_blank"">TurfTrax Ltd</a></p>                 </div>             </div> <!--[TTITS_TEMPLATE_TAG_ADVISORYNOTICE_HTMLxx]-->             <div id=""api-mini-cms"" class=""menu-display"" style=""display:none;"">                 <div class=""api-mini-cms-header"">                     Visualiser Mini-CMS                     <div class=""popup-close"">                         <img class=""page-icon"" src=""/assets/icons/close-icon-00.svg"" onclick=""ToggleMiniCms();"" title=""Click t"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","46","https://www.turftrax.com","<p class=""footer-powered-by"">Powered by <a href=""https://www.turftrax.com"" target=""_blank"">TurfTrax Ltd</a></p>                 </div>             </div> <!--[TTITS_TEMPLATE_TAG_ADVISORYNOTICE_HTMLxx]-->             <div id=""api-mini-cms"" class=""menu-display"" style=""display:none;"">                 <div class=""api-mini-cms-header"">                     Visualiser Mini-CMS                     <div class=""popup-close"">                         <img class=""page-icon"" src=""/assets/icons/close-icon-00.svg"" onclick=""ToggleMiniCms();"" title=""Click to Close"" alt=""Close Mini-CMS"">                     </div>                 </div>"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","238","/visualiser/stream/","ype=""text/javascript"" src=""../assets/js/common.js""></script>         <script type=""text/javascript"">             /* Feature Dependant Properties */             var clientName = 'mornington';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX ""timeout"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {""going"":{""enabled"":true,""divXPos"":810,""divYPos"":10,""mapWidth"":950,""repeaterWidth"":132,""repeaterText"":true,""deviation"":-0.05,""mapRotation"":0}};             var jsLogger = 'ondemand';             v"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","241","/visualiser/stream/","/css/base.css"">         <link type=""text/css"" rel=""stylesheet"" href=""livery.css"">         <script type=""text/javascript"" src=""../assets/js/common.js""></script>         <script type=""text/javascript"">             /* Feature Dependant Properties */             var clientName = 'mornington';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX ""timeout"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {""going"":{""enabled"":true,""divXPos"":810,""divYPos"":10,""mapWidth"":950,""repeaterWidth"":132,""repeaterT"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","263","https://its.turftrax.co.uk/visualiser/assets/css/base.css","URL: https://its.turftrax.co.uk/visualiser/assets/css/base.css"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","385","https://its.turftrax.co.uk/visualiser/mornington/livery.css","URL: https://its.turftrax.co.uk/visualiser/mornington/livery.css"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","402","https://its.turftrax.co.uk/visualiser/assets/js/common.js","URL: https://its.turftrax.co.uk/visualiser/assets/js/common.js"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","647","https://its.turftrax.co.uk/visualiser/assets/js/base.js","URL: https://its.turftrax.co.uk/visualiser/assets/js/base.js"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","652","/going-report","http://hub-uat.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","652","http://hub-uat.turftrax.co.uk/going-report","http://hub-uat.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","652","hub-uat.turftrax.co.uk/going-report","http://hub-uat.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","653","/going-report","http://hub.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","653","http://hub.turftrax.co.uk/going-report","http://hub.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\mornington\audit_report.txt","653","hub.turftrax.co.uk/going-report","http://hub.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","4","https://its.turftrax.co.uk/visualiser/ladbrokes/","URL: https://its.turftrax.co.uk/visualiser/ladbrokes/"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","11","https://its.turftrax.co.uk/visualiser/ladbrokes/","URL: https://its.turftrax.co.uk/visualiser/ladbrokes/"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","17","/visualiser/stream/","/visualiser/stream/"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","22","/visualiser/stream/","../assets/css/base.css"">         <link type=""text/css"" rel=""stylesheet"" href=""livery.css"">         <script type=""text/javascript"" src=""../assets/js/common.js""></script>         <script type=""text/javascript"">             /* Feature Dependant Properties */             var clientName = 'ladbrokes';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX ""timeout"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {""going"":{""enabled"":true,""divXPos"":810,""divYPos"":10,""mapWidth"":950,""repeaterWidth"":132,""r"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","40","https://twitter.com/turftrax","pecific timing of updates.</p>             </div>             <div class=""footer"">                 <div class=""footer-logo"">                     <img src=""../assets/images/turftrax-main-logo.jpg"" alt=""Turftrax Ltd"">                     <a href=""https://twitter.com/turftrax"" class=""twitter-follow-button"">Follow @twitterapi</a>                     <script type=""text/javascript"">!function(d,s,id){var js,fjs=d.getElementsByTagName(s)[0];if(!d.getElementById(id)){js=d.createElement(s);js.id=id;js.src=""//platform.twitter.com/widgets.js"";fjs.parentNode.insertBefore(js,fjs);}}(document,""script"",""twitter-wjs"");</script>                 </div"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","43","https://www.turftrax.com","1, 2022, 2023, 2024, 2025, 2026 Turftrax Ltd. <br>All Rights Reserved.</p>                     <p class=""footer-powered-by"">Powered by <a href=""https://www.turftrax.com"" target=""_blank"">TurfTrax Ltd</a></p>                 </div>             </div> <!--[TTITS_TEMPLATE_TAG_ADVISORYNOTICE_HTMLxx]-->             <div id=""api-mini-cms"" class=""menu-display"" style=""display:none;"">                 <div class=""api-mini-cms-header"">                     Visualiser Mini-CMS                     <div class=""popup-close"">                         <img class=""page-icon"" src=""/assets/icons/close-icon-00.svg"" onclick=""ToggleMiniCms();"" title=""Click t"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","46","https://www.turftrax.com","<p class=""footer-powered-by"">Powered by <a href=""https://www.turftrax.com"" target=""_blank"">TurfTrax Ltd</a></p>                 </div>             </div> <!--[TTITS_TEMPLATE_TAG_ADVISORYNOTICE_HTMLxx]-->             <div id=""api-mini-cms"" class=""menu-display"" style=""display:none;"">                 <div class=""api-mini-cms-header"">                     Visualiser Mini-CMS                     <div class=""popup-close"">                         <img class=""page-icon"" src=""/assets/icons/close-icon-00.svg"" onclick=""ToggleMiniCms();"" title=""Click to Close"" alt=""Close Mini-CMS"">                     </div>                 </div>"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","238","/visualiser/stream/","type=""text/javascript"" src=""../assets/js/common.js""></script>         <script type=""text/javascript"">             /* Feature Dependant Properties */             var clientName = 'ladbrokes';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX ""timeout"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {""going"":{""enabled"":true,""divXPos"":810,""divYPos"":10,""mapWidth"":950,""repeaterWidth"":132,""repeaterText"":true,""deviation"":-0.05,""mapRotation"":0}};             var jsLogger = 'ondemand';             v"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","241","/visualiser/stream/","s/css/base.css"">         <link type=""text/css"" rel=""stylesheet"" href=""livery.css"">         <script type=""text/javascript"" src=""../assets/js/common.js""></script>         <script type=""text/javascript"">             /* Feature Dependant Properties */             var clientName = 'ladbrokes';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX ""timeout"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {""going"":{""enabled"":true,""divXPos"":810,""divYPos"":10,""mapWidth"":950,""repeaterWidth"":132,""repeaterT"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","263","https://its.turftrax.co.uk/visualiser/assets/css/base.css","URL: https://its.turftrax.co.uk/visualiser/assets/css/base.css"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","385","https://its.turftrax.co.uk/visualiser/ladbrokes/livery.css","URL: https://its.turftrax.co.uk/visualiser/ladbrokes/livery.css"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","402","https://its.turftrax.co.uk/visualiser/assets/js/common.js","URL: https://its.turftrax.co.uk/visualiser/assets/js/common.js"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","647","https://its.turftrax.co.uk/visualiser/assets/js/base.js","URL: https://its.turftrax.co.uk/visualiser/assets/js/base.js"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","652","/going-report","http://hub-uat.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","652","http://hub-uat.turftrax.co.uk/going-report","http://hub-uat.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","652","hub-uat.turftrax.co.uk/going-report","http://hub-uat.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","653","/going-report","http://hub.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","653","http://hub.turftrax.co.uk/going-report","http://hub.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\sandown\audit_report.txt","653","hub.turftrax.co.uk/going-report","http://hub.turftrax.co.uk/going-report"
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","2132","/visualiser/stream/","href=\""livery.css\"">         <script type=\""text/javascript\"" src=\""../assets/js/common.js\""></script>         <script type=\""text/javascript\"">             /* Feature Dependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX \""timeout\"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {\""going\"":{\""enabled\"":true,\""divXPos\"":810,\""divYPos\"":10,\""mapWidth\"":950,\""repeaterWidth\"":132,\""r"""
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","2145","/visualiser/stream/","""context"": ""type=\""text/javascript\"" src=\""../assets/js/common.js\""></script>         <script type=\""text/javascript\"">             /* Feature Dependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX \""timeout\"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {\""going\"":{\""enabled\"":true,\""divXPos\"":810,\""divYPos\"":10,\""mapWidth\"":950,\""repeaterWidth\"":132,\""repeaterText\"":true,\""deviation\"":-0.05,\""mapRotation\"":0}};             var jsLogger = 'ondemand';             v"""
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","2155","/visualiser/stream/","href=\""livery.css\"">         <script type=\""text/javascript\"" src=\""../assets/js/common.js\""></script>         <script type=\""text/javascript\"">             /* Feature Dependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX \""timeout\"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {\""going\"":{\""enabled\"":true,\""divXPos\"":810,\""divYPos\"":10,\""mapWidth\"":950,\""repeaterWidth\"":132,\""repeaterT"""
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","2172","/visualiser/stream/","""context"": ""     /* Feature Dependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX \""timeout\"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {\""going\"":{\""enabled\"":true,\""divXPos\"":810,\""divYPos\"":10,\""mapWidth\"":950,\""repeaterWidth\"":132,\""repeaterText\"":true,\""deviation\"":-0.05,\""mapRotation\"":0}};             var jsLogger = 'ondemand';             var lastUpdateContent = {};             var uiAuditTrace"
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","2184","/visualiser/stream/","""context"": ""ependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX \""timeout\"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {\""going\"":{\""enabled\"":true,\""divXPos\"":810,\""divYPos\"":10,\""mapWidth\"":950,\""repeaterWidth\"":132,\""repeaterText\"":true,\""deviation\"":-0.05,\""mapRotation\"":0}};             var jsLogger = 'ondemand';             var lastUpdateContent = {};             var uiAuditTrace"
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","2993","/visualiser/stream/","Pattern: /visualiser/stream/"
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","2997","https://its.turftrax.co.uk/visualiser/caulfield/","""document_url"": ""https://its.turftrax.co.uk/visualiser/caulfield/"","
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","3003","/visualiser/stream/","""/visualiser/stream/"","
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","3015","/visualiser/stream/","Pattern: /visualiser/stream/"
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","3017","/visualiser/stream/",".css\"">         <script type=\""text/javascript\"" src=\""../assets/js/common.js\""></script>         <script type=\""text/javascript\"">             /* Feature Dependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX \""timeout\"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {\""going\"":{\""enabled\"":true,\""divXPos\"":810,\""divYPos\"":10,\""mapWidth\"":950,\""repeaterWidth\"":132,\""r"""
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","3027","/visualiser/stream/","Pattern: /visualiser/stream/"
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","3030","/visualiser/stream/","""context"": ""type=\""text/javascript\"" src=\""../assets/js/common.js\""></script>         <script type=\""text/javascript\"">             /* Feature Dependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX \""timeout\"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {\""going\"":{\""enabled\"":true,\""divXPos\"":810,\""divYPos\"":10,\""mapWidth\"":950,\""repeaterWidth\"":132,\""repeaterText\"":true,\""deviation\"":-0.05,\""mapRotation\"":0}};             var jsLogger = 'ondemand';             v"""
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","3039","/visualiser/stream/","Pattern: /visualiser/stream/"
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","3041","/visualiser/stream/",".css\"">         <script type=\""text/javascript\"" src=\""../assets/js/common.js\""></script>         <script type=\""text/javascript\"">             /* Feature Dependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX \""timeout\"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {\""going\"":{\""enabled\"":true,\""divXPos\"":810,\""divYPos\"":10,\""mapWidth\"":950,\""repeaterWidth\"":132,\""repeaterT"""
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","3051","/visualiser/stream/","Pattern: /visualiser/stream/"
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","3058","/visualiser/stream/","""context"": ""     /* Feature Dependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX \""timeout\"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {\""going\"":{\""enabled\"":true,\""divXPos\"":810,\""divYPos\"":10,\""mapWidth\"":950,\""repeaterWidth\"":132,\""repeaterText\"":true,\""deviation\"":-0.05,\""mapRotation\"":0}};             var jsLogger = 'ondemand';             var lastUpdateContent = {};             var uiAuditTrace = '<br>**** UI Index St"
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","3063","/visualiser/stream/","Pattern: /visualiser/stream/"
"data\weather-source-audit\turftrax\STREAM_TRACE.txt","3070","/visualiser/stream/","""context"": ""ependant Properties */             var clientName = 'caulfield';             var streamApi = '/visualiser/stream/';             var responseInterval = 10000;        // Milliseconds until forced AJAX \""timeout\"" Abort             var updateInterval = '300';             var naText = 'N/a';             var windRepeater = {\""going\"":{\""enabled\"":true,\""divXPos\"":810,\""divYPos\"":10,\""mapWidth\"":950,\""repeaterWidth\"":132,\""repeaterText\"":true,\""deviation\"":-0.05,\""mapRotation\"":0}};             var jsLogger = 'ondemand';             var lastUpdateContent = {};             var uiAuditTrace = '<br>**** UI Index St"
